Professor,Artigo
ANAND SUBRAMANIAN,Um algoritmo heurístico para o problema de roteamento de ônibus escolares
ANAND SUBRAMANIAN,Uma meta-heurística para o problema de escalonamento de tarefas em uma máquina com datas de liberação
ANAND SUBRAMANIAN,UM ALGORITMO HÍBRIDO PARA O PROBLEMA DE ROTEAMENTO DE VEÍCULOS ROBUSTO
ANAND SUBRAMANIAN,UMA ABORDAGEM HÍBRIDA BASEADA EM OTIMIZAÇÃO PARA GERAÇÃO DE LICKS DE GUITARRA
ANAND SUBRAMANIAN,UM ALGORITMO HÍBRIDO PARA O HETEROGENEOUS DIAL-A-RIDE PROBLEM
ANAND SUBRAMANIAN,FORMULAÇÃO MATEMÁTICA PARA O PROBLEMA DE ESCALONAMENTO EM MÁQUINAS PARALELAS IDÊNTICAS COM SERVIDOR ÚNICO DE SETUP
ANAND SUBRAMANIAN,A Hybrid Heuristic for a Broad Class of Vehicle Routing Problems with Heterogeneous Fleet
ANAND SUBRAMANIAN,Um algoritmo heurístico para o problema de escalonamento de lotes com penalidades por atraso
ANAND SUBRAMANIAN,Formulação matemática e algoritmo híbrido para o problema de escalonamento em máquinas paralelas idênticas com servidor único de setup
ANAND SUBRAMANIAN,Routing a fleet of unmanned aerial vehicles: a trajectory optimisation-based matheuristic
ANAND SUBRAMANIAN,Uma proposta de solução para o aircraft recovery problem de companhias aéreas regulares de pequeno porte.
ANAND SUBRAMANIAN,Um método heurístico para a resolução de uma classe de problemas de sequenciamento da produção envolvendo penalidades por antecipação e atraso
ANAND SUBRAMANIAN,UM MODELO DE PROGRAMAC AO INTEIRA PARA O PROBLEMA DE ALOCAC AO DE PROFESSORES A TURMAS DO DEPARTAMENTO DE ENGENHARIA DE PRODUC AO DE UMA INSTITUIC AO DE ENSINO SUPERIOR
ANAND SUBRAMANIAN,An algorithm based on Iterated Local Search and Set Partitioning for the Vehicle Routing Problem with Time Windows
ANAND SUBRAMANIAN,Multi-Priority Alternative Journey and Routing Protocol: um Algoritmo para Roteamento em Redes Tolerantes a Atrasos e Desconexões Previsíveis
ANAND SUBRAMANIAN,Modelo para alocação de pessoal e seleção dos grupos de folga em uma empresa do setor têxtil
ANAND SUBRAMANIAN,Application of multivariate method and technique for prediction of thermo-environmental and perceptive variables
ANAND SUBRAMANIAN,UMA ABORDAGEM HÍBRIDA BASEADA EM OTIMIZAC AO PARA GERAC AO DE LICKS DE GUITARRA
ANAND SUBRAMANIAN,Routing a fleet of unmanned aerial vehicles: a trajectory optimisation-based framework
ANAND SUBRAMANIAN,A SIMULATION APPROACH TO ENHANCE WAREHOUSE LOGISTICS PERFORMANCE IN THE CERAMIC TILE SECTOR
ANAND SUBRAMANIAN,Minimizando os custos energéticos de alocaç ao de aulas a salas: o caso de uma instituiç ao federal de ensino
ANAND SUBRAMANIAN,Uma Estratégia de Busca Local Eficiente para o Problema de Minimização do Atraso Total Resultante do Sequenciamento da Produção em uma Máquina com Tempos de Setup
ANAND SUBRAMANIAN,Uma abordagem baseada em programaç ao linear inteira para a geraç ao de solos de guitarra
ANAND SUBRAMANIAN,Um modelo de programaç ao linear inteira para o problema RSA em Redes Opticas Elásticas
ANAND SUBRAMANIAN,Uma abordagem meta-heurıstica para um problema de rebalanceamento estático em sistemas de compartilhamento de bicicletas
ANAND SUBRAMANIAN,O problema de produç ao de sacos plásticos: formulaç ao matemática e heurıstica
ANAND SUBRAMANIAN,Abordagem baseada em Continuous GRASP para clusterizaç ao de dados
ANAND SUBRAMANIAN,"PROJECT CRASHING AND COSTS LAWS IN THE INTEGRATION, PROJECT AND SUSTAINABILITY AGE"
ANAND SUBRAMANIAN,ABORDAGENS EXATAS PARA O PROBLEMA DE SELEC AO E SEQUENCIAMENTO DE ORDENS DE PRODUC AO COM TEMPOS DE SETUP
ANAND SUBRAMANIAN,UMA HEURÍSTICA BASEADA EM PARETO LOCAL SEARCH PARA O
ANAND SUBRAMANIAN,Busca Local Eficiente para Problemas de Escalonamento da Produçao em Máquinas Paralelas com Penalidades por Antecipaçao e Atraso
ANAND SUBRAMANIAN,O POLLUTION-ROUTING PROBLEM COM SAÍDAS TARDIAS DO DEP OSITO: UMA NOVA ABORDAGEM PARA REDUC AO DOS CUSTOS
ANAND SUBRAMANIAN,UM ALGORITMO HEURISTICO PARA O ORDER ACCEPTANCE AND SCHEDULING PROBLEM
ANAND SUBRAMANIAN,Exact and Heuristic Approaches for the Set Cover with Pairs Problem
ANAND SUBRAMANIAN,Roteamento em Redes Tolerantes a Atrasos e Desconexões com Restrições de Buffer e Largura de Banda
ANAND SUBRAMANIAN,Uma heurıstica baseada em Iterated Local Search para o Problema de Roteamento de Veıculos com Multiplos Depósitos
ANAND SUBRAMANIAN,GRASP/VND APLICADO AO PROBLEMA DE ROTEAMENTO DE VEÍCULOS COM COLETA E ENTREGA SIMULTÂNEA
ANAND SUBRAMANIAN,SUNK COSTS/CRASH COSTS/TIME TRADE-OFFS: CONTRIBUTIONS FOR THE PROJECT MANAGEMENT
ANAND SUBRAMANIAN,CONSTRUCTION OF MATHEMATICAL MODELS TO EVALUATE PRODUCTION LINES OF A FOOTWEAR COMPANY
ANAND SUBRAMANIAN,"A HYBRID ALGORITHM, BASED ON ITERATED LOCAL SEARCH AND GENIUS, FOR THE VEHICLE ROUTING PROBLEM WITH SIMULTANEOUS PICKUP AND DELIVERY"
ANAND SUBRAMANIAN,"PROJECT CRASHING AND COSTS LAWS IN THE INTEGRATION, PROJECT AND SUSTAINABILITY AGE"
ANAND SUBRAMANIAN,Exact approaches for the Traveling Salesman Problem with Draft Limits
ANAND SUBRAMANIAN,PREVIS AO DE DEMANDA COM AN ALISE DE SERIES TEMPORAIS: UMA APLICAC AO EM UMA IND USTRIA MOVELEIRA
ANDREA VANESSA ROCHA,Improved estimators for a general class of beta regression models
ANDREA VANESSA ROCHA,Beta autoregressive moving average models
ANDREA VANESSA ROCHA,"799–815, 2004) to propose a dynamic model for continuous random variates that assume values in the standard unit interval (0,1). The proposed βARMA model includes both autoregressive and moving average dynamics, and also includes a set of regressors. We discuss parameter estimation, hypothesis testing, goodness-of-fit assessment and forecasting. In particular, we give closed-form expressions for the score function and for Fisher’s information matrix. An application that uses real data is presented and discussed."
ANDREA VANESSA ROCHA,Package ‘betareg’
ANDREA VANESSA ROCHA,Influence diagnostics in a general class of beta regression models
ANDREA VANESSA ROCHA,betareg: Beta regression
ANDREA VANESSA ROCHA,Substitution operators
ANDREA VANESSA ROCHA,Intelligent assessment based on beta regression for realistic training on medical simulators
ANDREA VANESSA ROCHA,Erratum to: Beta autoregressive moving average models
ANDREA VANESSA ROCHA,"Contornos, conjuntos convexos e autômatos celulares"
ANDREA VANESSA ROCHA,Second-order asymptotic expressions for the covariance matrix of maximum likelihood estimators in dispersion models
ANDREA VANESSA ROCHA,Skewness of maximum likelihood estimators in dispersion models
ANDREA VANESSA ROCHA,Saúde do idoso na atenção básica de saúde no município de João Pessoa: o olhar do usuário
ANDREA VANESSA ROCHA,Bias-corrected estimators for dispersion models with dispersion covariates
ANDREA VANESSA ROCHA,New parameters estimators using em-like algorithm for naive bayes classifier based on beta distributions
ANDREA VANESSA ROCHA,Improved estimators for dispersion models with dispersion covariates
ANDREA VANESSA ROCHA,Random processes with variable length
ANDREA VANESSA ROCHA,Asymptotic adjustments of Pearson residuals in exponential family nonlinear models
ANDREA VANESSA ROCHA,Improved residuals for linear regression models under heteroskedasticity of unknown form
ANDREA VANESSA ROCHA,28o Colóquio Brasileiro de Matemática
ANDREA VANESSA ROCHA,INTELLIGENT ASSESSMENT BASED ON BETA REGRESSION FOR REALISTIC TRAINING ON SIMULATORS
ANDREA VANESSA ROCHA,As Repercussões do Ruído Ocupacional na Audição dos Cirurgiões-Dentistas das Unidades
ANDREA VANESSA ROCHA,Propriedades de Medidas Invariantes de Autômatos Celulares
ANDREA VANESSA ROCHA,"Substitution operators: All or them are quasi-local, therefore continuous"
ANDREA VANESSA ROCHA,SENHORA COM CACHORRO
ANDREI DE ARAUJO FORMIGA,Nenhuma publicação encontrada
ANTONIO JOSE BONESS DOS SANTOS,Nenhuma publicação encontrada
