Professor,Artigo
LILIANE DOS SANTOS MACHADO,Uma proposta de serious game aplicado à educação em saúde bucal
LILIANE DOS SANTOS MACHADO,Intelligent assessment based on beta regression for realistic training on medical simulators
LILIANE DOS SANTOS MACHADO,VR-based simulation for the learning of gynaecological examination
LILIANE DOS SANTOS MACHADO,Evaluation of the reference and counter-reference system based on the responses of the Primary Care professionals in the first External Evaluation cycle of PMAQ-AB in the state …
LILIANE DOS SANTOS MACHADO,Development of a medical training system with integration of users' skills assessment
LILIANE DOS SANTOS MACHADO,Maximum Likelihood for On-line Evaluation of Training Based on Virtual Reality
LILIANE DOS SANTOS MACHADO,A collaborative and immersive VR simulator for education and assessment of surgical teams
LILIANE DOS SANTOS MACHADO,A peer-to-peer multicast architecture for supporting collaborative virtual environments (cves) in medicine
LILIANE DOS SANTOS MACHADO,Tomada de Decisão aplicada à Inteligência Artificial em Serious Games voltados para Saúde
LILIANE DOS SANTOS MACHADO,A double weighted fuzzy gamma naive bayes classifier
LILIANE DOS SANTOS MACHADO,The caixa de pandora game: Changing behaviors and attitudes toward violence against women
LILIANE DOS SANTOS MACHADO,Fatores associados à satisfação de usuários com a atenção primária à saúde no Brasil
LILIANE DOS SANTOS MACHADO,Inteligência artificial e sua aplicação em serious games para saúde
LILIANE DOS SANTOS MACHADO,Fuzzy Bayes Rule for On-Line Training Assessment in Virtual Reality Simulators.
LILIANE DOS SANTOS MACHADO,Online Training Evaluation in Virtual Reality Simulators Using Evolving Fuzzy Neural Networks
LILIANE DOS SANTOS MACHADO,Siteg–sistema interativo de treinamento em exame ginecológico
LILIANE DOS SANTOS MACHADO,Enhancing collaboration on a cloud-based CVE for supporting surgical education
LILIANE DOS SANTOS MACHADO,"Serious games and virtual reality for education, training and health"
LILIANE DOS SANTOS MACHADO,A Qualitative and Quantitative Assessment for a Bone Marrow Harvest Simulator
LILIANE DOS SANTOS MACHADO,Gaussian mixture models for supervised classification of remote sensing multispectral images
LILIANE DOS SANTOS MACHADO,Development and Evaluation of a Simulator of Invasive Procedures in Pediatric Bone Marrow Transplant
LILIANE DOS SANTOS MACHADO,"As necessidades humanas, os saberes, a utopia: a agroecologia, os cerrados e sua proteção"
LILIANE DOS SANTOS MACHADO,Avaliação baseada em lógica fuzzy para um framework voltado à construção de simuladores baseados em RV
LILIANE DOS SANTOS MACHADO,A Realidade Virtual em aplicações científicas
LILIANE DOS SANTOS MACHADO,"The object, the purpose and the instruments of healthcare work processes in attending to gender-based violence in a primary care service/O objeto, a finalidade e os …"
LILIANE DOS SANTOS MACHADO,Uma proposta de serious game para o ensino de biossegurança em Odontologia
LILIANE DOS SANTOS MACHADO,Definindo a abordagem de comunicação no planejamento de um serious games voltado para saúde bucal em bebês
LILIANE DOS SANTOS MACHADO,Abordagens praticas de realidade virtual e Aumentada
LILIANE DOS SANTOS MACHADO,A 3D intelligent campus to support distance learning
LILIANE DOS SANTOS MACHADO,Evaluation system based on EFuNN for on-line training evaluation in virtual reality
LILIANE DOS SANTOS MACHADO,Realidade Virtual–Definições
LILIANE DOS SANTOS MACHADO,Planejamento de um serious games voltado para saúde bucal em bebês
LILIANE DOS SANTOS MACHADO,Adding tactile information to remote & virtual labs
LILIANE DOS SANTOS MACHADO,A Linha do Cuidado em Saúde Bucal no município de João Pessoa: uma análise de indicadores
LILIANE DOS SANTOS MACHADO,A remote access haptic experiment for mechanical material characterization
LILIANE DOS SANTOS MACHADO,Online training assessment in virtual reality simulators based on Gaussian Naive Bayes
LILIANE DOS SANTOS MACHADO,Dispositivos de entrada e saída para sistemas de realidade virtual
LILIANE DOS SANTOS MACHADO,Online training evaluation in VR simulators using Gaussian mixture models
LILIANE DOS SANTOS MACHADO,Evaluation of Collaborative Activities in Medical Simulators Based on Virtual Reality
LILIANE DOS SANTOS MACHADO,Another approach for fuzzy naive bayes applied on online training assessment in virtual reality simulators
LILIANE DOS SANTOS MACHADO,On-Line Assessment System for a Training System with Multiple Stages Based on Virtual Reality.
LILIANE DOS SANTOS MACHADO,A virtual reality based simulator for gynecologic exam training
LILIANE DOS SANTOS MACHADO,Realidade Virtual–Fundamentos e Aplicações
LILIANE DOS SANTOS MACHADO,A fuzzy poisson naive bayes classifier for epidemiological purposes
LILIANE DOS SANTOS MACHADO,Simulation and performance evaluation of a distributed haptic virtual environment supported by the cybermed framework
LILIANE DOS SANTOS MACHADO,Improving interaction in remote laboratories using haptic devices
LILIANE DOS SANTOS MACHADO,A new bayesian network based on gaussian naive bayes with fuzzy parameters for training assessment in virtual simulators
LILIANE DOS SANTOS MACHADO,Simultaneous assessment of teams in collaborative virtual environments using Fuzzy Naive Bayes
LILIANE DOS SANTOS MACHADO,A new architecture for assessment of multiple users in collaborative medical training environments based on virtual reality
LILIANE DOS SANTOS MACHADO,Planning serious games: adapting approaches for development
LILIANE DOS SANTOS MACHADO,Representação do sítio arqueológico da pedra de ingá com realidade virtual
LILIANE DOS SANTOS MACHADO,Neural networks for online training evaluation in virtual reality simulators
LILIANE DOS SANTOS MACHADO,Online skills assessment in training based on virtual reality using a novel fuzzy triangular naive bayes network
LILIANE DOS SANTOS MACHADO,Evolution of virtual and augmented reality in health: A reflection from 15 years of SVR
LILIANE DOS SANTOS MACHADO,Um estudo comparativo de ferramentas para a criação de jogos educacionais baseados em realidade virtual
LILIANE DOS SANTOS MACHADO,An online evaluation of training in virtual reality simulators using fuzzy Gaussian mixture models and fuzzy relaxation labeling.
LILIANE DOS SANTOS MACHADO,Gaussian Mixture Models and Relaxation Labeling for Online Evaluation of Training in Virtual Reality Simulators
LILIANE DOS SANTOS MACHADO,Fuzzy hidden markov models for online training evaluation in virtual reality simulators
LILIANE DOS SANTOS MACHADO,"Modelagem tátil, visualização estereoscópica e aspectos de avaliação em um simulador de coleta de medula óssea"
LILIANE DOS SANTOS MACHADO,"Haptic modeling, sterescopic visualization and evaluation aspects in a simulator for bone marrow harvest for transplant"
LILIANE DOS SANTOS MACHADO,A fuzzy binomial naive bayes classifier for epidemiological data
LILIANE DOS SANTOS MACHADO,Assessment of fuzzy gaussian naive bayes for classification tasks
LILIANE DOS SANTOS MACHADO,Classification based on homogeneous logical proportions
LILIANE DOS SANTOS MACHADO,"Desenvolvendo aplicações de RVA para saúde: imersão, realismo e motivação"
LILIANE DOS SANTOS MACHADO,Programando em X3D para integração de aplicações e suporte multiplataforma
LILIANE DOS SANTOS MACHADO,Terapia para fonoaudiologia utilizando jogos computacionais
LILIANE DOS SANTOS MACHADO,A fuzzy logic based assessment tool for VR simulated medical environments
LILIANE DOS SANTOS MACHADO,Online assessment of training in virtual reality simulators based on general bayesian networks
LILIANE DOS SANTOS MACHADO,Desenvolvimento Rápido de Aplicações de Realidade Virtual Utilizando Software Livre
LILIANE DOS SANTOS MACHADO,On-line Training Evaluation in Virtual Reality Simulators using Fuzzy Bayes Rule
LILIANE DOS SANTOS MACHADO,Assessment of Gynecological Procedures in a Simulator Based on Virtual Reality
LILIANE DOS SANTOS MACHADO,Teaching human body structures using virtual reality
LILIANE DOS SANTOS MACHADO,Paki mirabolandia: A serious game to identify player personality
LILIANE DOS SANTOS MACHADO,A Simulator for Regional Anesthesia Training
LILIANE DOS SANTOS MACHADO,Surface electromyography for game-based hand motor rehabilitation
LILIANE DOS SANTOS MACHADO,A serious game for education about oral health in babies
LILIANE DOS SANTOS MACHADO,A fuzzy exponential naive bayes classifier
LILIANE DOS SANTOS MACHADO,Dispositivos não-convencionais para interação e imersão em realidade virtual e aumentada
LILIANE DOS SANTOS MACHADO,The Calculadora Estatística for Present and Distance Learning
LILIANE DOS SANTOS MACHADO,Incisions in virtual reality simulators: assessing user performance
LILIANE DOS SANTOS MACHADO,"Reporting on the recapture of electronic tagged fish by fishers in the Xingu River, Brazilian Amazon"
LILIANE DOS SANTOS MACHADO,Feeling Materials’ Stiffness by Haptics for Training
LILIANE DOS SANTOS MACHADO,Serious game sobre violência contra a mulher: uma avaliação com profissionais de saúde
LILIANE DOS SANTOS MACHADO,Potencialidades da Educação em Saúde Baseada em Realidade Virtual
LILIANE DOS SANTOS MACHADO,"Informac? o arqueologica de Inga: preservac? o, acesso e uso a partir de um ambiente virtual"
LILIANE DOS SANTOS MACHADO,Um laboratório virtual tridimensional e interativo para suporte ao ensino de Física
LILIANE DOS SANTOS MACHADO,Online Training Evaluation in Virtual Reality Simulators Using Possibilistic Networks
LILIANE DOS SANTOS MACHADO,O empreendedorismo e a evolução econômica das nações: idéias e conceitos para seu sucesso no Brasil
LILIANE DOS SANTOS MACHADO,An architecture for distance learning to support statistics teaching
LILIANE DOS SANTOS MACHADO,Virtual reality simulation of pediatric bone marrow harvest for transplant
LILIANE DOS SANTOS MACHADO,Interactive stereoscopic full-color direct volume visualization for virtual reality applications in medicine
LILIANE DOS SANTOS MACHADO,Os modelos PENS e GameFlow na avaliação da satisfação do jogador: uma análise com o jogo “Caixa de Pandora” mobile
LILIANE DOS SANTOS MACHADO,Avaliando satisfaçao do usuário a partir dos modelos gameflow e pens: Um estudo com o jogo caixa de pandora mobile
LILIANE DOS SANTOS MACHADO,Networking issues for 3d medical collaborative virtual environments: Design and applications
LILIANE DOS SANTOS MACHADO,Architecture to portals of serious games and virtual environments with performance evaluation during sequences of activities
LILIANE DOS SANTOS MACHADO,Evolução da realidade virtual e aumentada em saúde: Uma reflexão a partir de 15 Anos de SVR
LILIANE DOS SANTOS MACHADO,An Experimental Study on CHVE's Performance Evaluation
LILIANE DOS SANTOS MACHADO,Assessment of collaborative medical training based on virtual reality using Possibilistic Networks
LILIANE DOS SANTOS MACHADO,CyberMedVPS: visual programming for development of simulators
LILIANE DOS SANTOS MACHADO,Integration of tracking systems for the development of virtual reality applications
LILIANE DOS SANTOS MACHADO,Incorporating 3d technologies to the brazilian dtv standard: a study of integration strategies based on middleware ginga
LILIANE DOS SANTOS MACHADO,Fuzzy gaussian naive bayes applied to online assessment in virtual reality simulators
LILIANE DOS SANTOS MACHADO,Fuzzy continuous evaluation in training systems based on virtual reality
LILIANE DOS SANTOS MACHADO,Real Environments Management Through Virtual Campus
LILIANE DOS SANTOS MACHADO,Um Ambiente Virtual Colaborativo e Telecomandável Baseado em X3D
LILIANE DOS SANTOS MACHADO,Dispositivos Hápticos para Interfaces de Realidade Virtual e Aumentada
LILIANE DOS SANTOS MACHADO,Investigação de novas estratégias para o ensino de bioQuímica estrutural por meio de realidade aumentada
LILIANE DOS SANTOS MACHADO,Identifying Player Personality via a Serious Game A Pilot Study Using Item Response Theory
LILIANE DOS SANTOS MACHADO,Evaluating user gestures in rehabilitation from electromyographic signals
LILIANE DOS SANTOS MACHADO,Metrics for user assessment in simulators based on VR
LILIANE DOS SANTOS MACHADO,Caixa de Pandora: Desenvolvendo afetividade e cognição em um serious game para o enfrentamento da violência contra a mulher
LILIANE DOS SANTOS MACHADO,Museu 3I: Publicação e Visitação Online de Acervos Tridimensionais
LILIANE DOS SANTOS MACHADO,Um jogo educacional para o auxílio do aprendizado de Geometria Espacial
LILIANE DOS SANTOS MACHADO,Virtual Reality to Modeling and Simulate Invasive Procedures for Pediatrics Oncology: A Case Study in Bone Marrow Transplant
LILIANE DOS SANTOS MACHADO,Desenvolvimento e Avaliação de um Simulador de Procedimentos Médicos Invasivos Baseado em Realidade Virtual para Treinamento de Transplante de Medula Óssea
LILIANE DOS SANTOS MACHADO,Virtual simulations for health education: how are user skills assessed?
LILIANE DOS SANTOS MACHADO,Educação ambiental por meio de um app para quantificação de pegada de carbono
LILIANE DOS SANTOS MACHADO,Violência contra à mulher: avaliação do jogo “caixa de pandora” como ferramenta de aprendizagem
LILIANE DOS SANTOS MACHADO,Assessment of poisson naive bayes classifier with fuzzy parameters using data from different statistical distributions
LILIANE DOS SANTOS MACHADO,A new exponential naive bayes classifier with fuzzy parameters
LILIANE DOS SANTOS MACHADO,Natural interaction to support teaching activities in health
LILIANE DOS SANTOS MACHADO,A Structure to Integrate Natural Interaction into VR Systems for Education in Health
LILIANE DOS SANTOS MACHADO,Health Education capabilities Based on Virtual Reality
LILIANE DOS SANTOS MACHADO,Games for the training of health professionals in attention to gender violence
LILIANE DOS SANTOS MACHADO,Cut and suture support on volumetric models in the cybermed framework
LILIANE DOS SANTOS MACHADO,Development of a Medical Training System with Integration of Users' Assessment. Book Chapter
LILIANE DOS SANTOS MACHADO,Programação visual para um framework de desenvolvimento de aplicações médicas baseadas em realidade virtual
LILIANE DOS SANTOS MACHADO,Controle e gerenciamento de ambientes reais educacionais através de ambientes virtuais
LILIANE DOS SANTOS MACHADO,Um Módulo de Rede para a Construção de Aplicações Médicas Colaborativas
LILIANE DOS SANTOS MACHADO,Using Embedded Systems to Improve Performance of Assessment in Virtual Reality Training Environments
LILIANE DOS SANTOS MACHADO,The Mystery of Pandora: A Serious Games Approach With 360-Degree Videos on Domestic Violence Against Women
LILIANE DOS SANTOS MACHADO,Training for fiberoptic endoscopic evaluation of swallowing parameter analysis: a scoping review protocol
LILIANE DOS SANTOS MACHADO,GiroJampa: A serious game prototype for wheelchairs rehabilitation
LILIANE DOS SANTOS MACHADO,Elementos de Design com Foco na Satisfação para Serious Games de Reabilitação e Condicionamento Físico Aplicados no jogo GiroJampa
LILIANE DOS SANTOS MACHADO,A fuzzy gamma naive bayes classifier
LILIANE DOS SANTOS MACHADO,Surgical Simulation: Applying an Architecture for Collaborative Evaluation of Teams
LILIANE DOS SANTOS MACHADO,New parameters estimators using em-like algorithm for naive bayes classifier based on beta distributions
LILIANE DOS SANTOS MACHADO,Comparing evaluation methods based on neural networks for a virtual reality simulator for medical training
LILIANE DOS SANTOS MACHADO,Methods for Interactive Cut for a Virtual Reality Framework
LILIANE DOS SANTOS MACHADO,New technologies to integrate haptics on Web: Expanding the Museu3I
LILIANE DOS SANTOS MACHADO,"Serious Games and Virtual Reality for Education, Training and Health In: Maria Manuela Cruz-Cunha (Ed.) Handbook of Research on Serious Games as Educational, Business and …"
LILIANE DOS SANTOS MACHADO,Medical skills assessment in training based on virtual reality using a possibilistic approach
LILIANE DOS SANTOS MACHADO,Regressão beta aplicada à avaliação dos indicadores de saúde bucal na Atenção Básica
LILIANE DOS SANTOS MACHADO,Skills Assessment of Users in Medical Training Based on Virtual Reality Using Bayesian Networks
LILIANE DOS SANTOS MACHADO,Virtual reality and beyond: The LabTEVE at UFPB in Brazil
LILIANE DOS SANTOS MACHADO,Formação de professores: o computador como recurso para o processo de alfabetização
LILIANE DOS SANTOS MACHADO,GeoplanoPEC–Uma Extensão para um Jogo Educacional Colaborativo para o Ensino de Geometria Plana
LILIANE DOS SANTOS MACHADO,Serious games para educação matemática
LILIANE DOS SANTOS MACHADO,Extending Brazilian DTV Middleware to Incorporate 3D Technologies
LILIANE DOS SANTOS MACHADO,Teoria das Evidências Aplicada na Inteligência de um Jogo Educacional do Tipo RPG
LILIANE DOS SANTOS MACHADO,CybHaptics: A Class for Haptics Support in Virtual Reality Systems
LILIANE DOS SANTOS MACHADO,Evaluation of Training Executed by Web Using Multilayer Perceptron Based Systems
LILIANE DOS SANTOS MACHADO,Adjusting Deformation Methods for Virtual Reality Systems
LILIANE DOS SANTOS MACHADO,Um estudo comparativo de ferramentas para a criaçao de jogos educacionais baseados em realidade virtual
LILIANE DOS SANTOS MACHADO,A Tool for Basic Statistics Learning on the Web
LILIANE DOS SANTOS MACHADO,Dispositivos adequados à Realidade Virtual
LILIANE DOS SANTOS MACHADO,Immersive visualization to help image classification education
LILIANE DOS SANTOS MACHADO,A Fuzzy Set‐Based Model for Educational Serious Games with 360‐Degree Videos
LILIANE DOS SANTOS MACHADO,A new Fuzzy Trapezoidal Naive Bayes Network as basis for assessment in training based on virtual reality
LILIANE DOS SANTOS MACHADO,Realidade aumentada com vuforia e unity
LILIANE DOS SANTOS MACHADO,Innovative technologies to support education and training: researches by LabTEVE
LILIANE DOS SANTOS MACHADO,Pegadas: A Portal for Management and Activities Planning with Games and Environments for Education in Health
LILIANE DOS SANTOS MACHADO,Avaliação de incisão cirúrgica em simuladores com realidade virtual
LILIANE DOS SANTOS MACHADO,Equipamentos e insumos odontológicos e sua relação com as unidades da atenção primária à saúde
LILIANE DOS SANTOS MACHADO,"Assessment Model for Education in Health, based on Games and Virtual Environments."
LILIANE DOS SANTOS MACHADO,Study of Cutting Techniques in Simulations with Virtual Reality
LILIANE DOS SANTOS MACHADO,Shader Integration in a Virtual Reality Framework
LILIANE DOS SANTOS MACHADO,Novas tecnologias para o desenvolvimento de conteudo 3d para web
LILIANE DOS SANTOS MACHADO,Um estudo sobre manipulação cooperativa em ambientes virtuais colaborativos
LILIANE DOS SANTOS MACHADO,Utilização de Rastreadores Magnéticos no Desenvolvimento de Aplicações com Realidade Virtual para a Educação
LILIANE DOS SANTOS MACHADO,Uma Interface Visual para o Ensino de Estatística Através da Calculadora Estatística
LILIANE DOS SANTOS MACHADO,Performance Analysis of Assessment Using Maximum Likelihood for Virtual Reality Systems
LILIANE DOS SANTOS MACHADO,Interação Háptica em Plataformas Livres
LILIANE DOS SANTOS MACHADO,Training to analyze functional parameters with fiberoptic endoscopic evaluation of swallowing: a scoping review
LILIANE DOS SANTOS MACHADO,AminoViewer: Supporting biochemistry education with augmented reality
LILIANE DOS SANTOS MACHADO,Simulações virtuais para educação em saúde: como são avaliadas as habilidades do usuário?
LILIANE DOS SANTOS MACHADO,Treinamento para análise de parâmetros da videoendoscopia da deglutição: um protocolo de revisão de escopo
LILIANE DOS SANTOS MACHADO,Pesquisa e Desenvolvimento de Simuladores de Realidade Virtual para Saúde com Avaliação Automática do Desempenho do Usuário
LILIANE DOS SANTOS MACHADO,Identifying Player Personality via a Serious Game
LILIANE DOS SANTOS MACHADO,Expansão Tecnológica de um Serious Game Voltado ao Ensino de Geometria Plana Baseado no Geoplano
LILIANE DOS SANTOS MACHADO,Modelagem do Comportamento Hemodinâmico de um Paciente Virtual Cirúrgico baseado em Sistema Especialista Fuzzy.
LILIANE DOS SANTOS MACHADO,Modelo de Avaliação para Formação em Saúde baseada em Jogos e Ambientes Virtuais
LILIANE DOS SANTOS MACHADO,Modelagem conceitual de simulador virtual para treinamento em anestesia regional
LILIANE DOS SANTOS MACHADO,Decision Making and Soft Computing-Proceedings of the 11th International Flins Conference
LILIANE DOS SANTOS MACHADO,Continuous Evaluation in Training Systems Based on Virtual Reality Using Fuzzy Rule Based Expert Systems
LILIANE DOS SANTOS MACHADO,GEOESPACOMOB–PLAYING AND LEARNING SPATIAL GEOMETRY USING MOBILE PHONES
LILIANE DOS SANTOS MACHADO,PERFORMANCE EVALUATION OF ONLINE TRAINING ASSESSMENT ON EMBEDDED SYSTEM
LILIANE DOS SANTOS MACHADO,An Online Training Assessment Based on Naive Bayes Network Modeled by Gaussian Mixture Models for Medical Simulators
LILIANE DOS SANTOS MACHADO,Possibility and necessity measures for medical skills assessment based on virtual reality
LILIANE DOS SANTOS MACHADO,Supervised Classification Using Homogeneous Logical Proportions for Binary and Nominal Features
LILIANE DOS SANTOS MACHADO,Online Assessment in Medical Simulators Based on Virtual Reality Using Fuzzy Gaussian Naive Bayes.
LILIANE DOS SANTOS MACHADO,Integração de uma Luva de Dados a um Framework de Realidade Virtual
LILIANE DOS SANTOS MACHADO,3D Technologies to Extend Brazilian DTV Middleware
LILIANE DOS SANTOS MACHADO,Ferramentas de Realidade Virtual para os Profissionais da Área Médica
LILIANE DOS SANTOS MACHADO,Uma Arquitetura para Integração de Sistemas Hápticos e Engines de Jogos
LILIANE DOS SANTOS MACHADO,Realidade virtual e aumentada na prática
LILIANE DOS SANTOS MACHADO,Análise comparativa entre métodos de detecção de colisão broad em ambientes de realidade virtual
LILIANE DOS SANTOS MACHADO,Real Environments Management Through Virtual Campus
LILIANE DOS SANTOS MACHADO,Implementação de um módulo para ensino de Controle Estatístico de Qualidade no sistema calculadora estatística
LILIANE DOS SANTOS MACHADO,CybAssess: A Class for Online Assessment of Users in a Virtual Reality System
LILIANE DOS SANTOS MACHADO,Incorporação de Deformação Física no Sistema CyberMed
LILIANE DOS SANTOS MACHADO,Using robotic tele-embodiment to distance learning
LILIANE DOS SANTOS MACHADO,O Laboratório de Tecnologias para o Ensino Virtual e Estatística da UFPB
LILIANE DOS SANTOS MACHADO,O Laboratório de Estatística Aplicada ao Processamento de Imagens e Geoprocessamento da UFPB
LILIANE DOS SANTOS MACHADO,Diretrizes de design com foco na satisfação para serious games imersivos voltados para pessoas com deficiência intelectual
LILIANE DOS SANTOS MACHADO,Virtual Reality for Medical Training
LILIANE DOS SANTOS MACHADO,Implementação e Avaliação de Elementos com Foco na Obtenção de Satisfação
LILIANE DOS SANTOS MACHADO,A New Fuzzy Hypergeometric Naive Bayes Network and Its Application for User's Assessment in Virtual Reality Simulators
LILIANE DOS SANTOS MACHADO,Avaliação da Aquisição de Habilidades em Anestesia através de Abordagens Baseadas em Tecnologias Digitais
LILIANE DOS SANTOS MACHADO,Proposal of requirements for the development of a training simulator for the auditory-perceptual judgment of voice
LILIANE DOS SANTOS MACHADO,Proposição de requisitos para o desenvolvimento de um simulador de treinamento para julgamento perceptivo-auditivo da voz
LILIANE DOS SANTOS MACHADO,An Intuitive System for Setting Haptic Properties of 3D Materials
LILIANE DOS SANTOS MACHADO,HaptiCAL: A Computational System for Calibrating Haptic Properties of 3D Materials
LILIANE DOS SANTOS MACHADO,A Novel Fuzzy Geometric Naive Bayes Network for Online Skills Assessment in Training Based on Virtual Reality.
LILIANE DOS SANTOS MACHADO,O uso de tecnologias vestíveis para análise e monitoramento de funções relacionadas à alimentação e comunicação
LILIANE DOS SANTOS MACHADO,Wearable technology use for the analysis and monitoring of functions related to feeding and communication
LILIANE DOS SANTOS MACHADO,Avaliando a presença espacial e autopresença em um jogo baseado em Realidade Virtual
LILIANE DOS SANTOS MACHADO,Usando o Fuzzy Triangular Naive Bayes para Avaliar Usuários noTreinamento para Exames Ginecológicos
LILIANE DOS SANTOS MACHADO,"Geonetcast Americas: Overview, Products and User Case Examples"
LILIANE DOS SANTOS MACHADO,Diagramação e Formatação
LILIANE DOS SANTOS MACHADO,Architectures of Collaborative Virtual Environments for Teamwork Training
LILIANE DOS SANTOS MACHADO,Personal Information Management in Educational Context: the importance of unification to information access
LILIANE DOS SANTOS MACHADO,SILVESTERMOB–A GAME FOR LEARNING GEOGRAPHY WITH MOBILE PHONES
LILIANE DOS SANTOS MACHADO,Evolution of virtual and augmented reality in health: a reflection from 15 years of SVR
LILIANE DOS SANTOS MACHADO,A NEW APPROACH FOR ONLINE TRAINING ASSESSMENT FOR BONE MARROW HARVEST WHEN PATIENTS HAVE BONES DETERIORATED BY DISEASE
LILIANE DOS SANTOS MACHADO,The visual statistical calculator: An interactive and visual tool
LILIANE DOS SANTOS MACHADO,Castanha na roça: sinergia entre agricultura e extrativismo em uma unidade de conservação de uso sustentável-RESEX Cajari.
LILIANE DOS SANTOS MACHADO,Learning by Experimentation: The Calculatora Estatística Visual
LILIANE DOS SANTOS MACHADO,Tecnologias em Sistemas Interativos e Inteligentes para Ensino Virtual
LILIANE DOS SANTOS MACHADO,Performance Profile of Online Training Assessment Based on Virtual Reality: Embedded System versus PC-only
LILIANE DOS SANTOS MACHADO,Uma Arquitetura para Programação Visual de Ambientes baseados em Realidade Virtual para Profissionais da Saúde
LILIANE DOS SANTOS MACHADO,"INGA ARCHAEOLOGICAL INFORMATION: preservation, access and use from a virtual environment"
LILIANE DOS SANTOS MACHADO,"386 Medicine Meets Virtual Reality 18 JD Westwood et al.(Eds.) IOS Press, 2011© 2011 The authors. All rights reserved."
LILIANE DOS SANTOS MACHADO,Integration of Tracking Systems to the Development of Applications Based on Virtual Reality
LILIANE DOS SANTOS MACHADO,INTELLIGENT ASSESSMENT BASED ON BETA REGRESSION FOR REALISTIC TRAINING ON SIMULATORS
LILIANE DOS SANTOS MACHADO,"174 Medicine Meets Virtual Reality 17 JD Westwood et al.(Eds.) IOS Press, 2009© 2009 The authors. All rights reserved."
LILIANE DOS SANTOS MACHADO,RV e RA aplicadas à saúde
LILIANE DOS SANTOS MACHADO,RV e RA Aplicadas à Saúde
LILIANE DOS SANTOS MACHADO,Aplicação e análise de minicursos como ferramenta para avaliação de eficiência
LILIANE DOS SANTOS MACHADO,A utilização da tecnologia educacional na formação de professores
LILIANE DOS SANTOS MACHADO,AN INTERFACE BASED ON HYPER REALITY FOR VIRTUAL MOCKUPS
LILIANE DOS SANTOS MACHADO,TEACHING BASED ON FREE SOFTWARE
LILIANE DOS SANTOS MACHADO,Campus Inteligente–Uma Abordagem para Centros Interativos
LILIANE DOS SANTOS MACHADO,"Statistics Department, Federal University of Paraíba, João Pessoa, PB, Brazil E-mail: ronei@ de. ufpb. br"
LILIANE DOS SANTOS MACHADO,The Virtual Reality for Scientific Applications
LILIANE DOS SANTOS MACHADO,"Jogos com Propósito para Educação, Conscientização e Saúde: Pesquisas e Produtos do LabTEVE/UFPB"
LILIANE DOS SANTOS MACHADO,Using the Fuzzy Triangular Naive Bayes to Assess Users in Gynecological Examination Training
LILIANE DOS SANTOS MACHADO,Laboratórios Remotos com Sistemas Hápticos para Educação à Distância
LILIANE DOS SANTOS MACHADO,Os benefícios do consumo de iogurte p ara a saúde
LILIANE DOS SANTOS MACHADO,Sistemas de Suporte à Decisão Espacial em Epidemiologia
LILIANE DOS SANTOS MACHADO,Comparativo entre Ferramentas para Construção de um Ambiente Virtual 3D
LILIANE DOS SANTOS MACHADO,Redesign do Serious Game Caixa de Pandora para Dispositivos Móveis
LILIANE DOS SANTOS MACHADO,SVR 2018 Reviewers
LILIANE DOS SANTOS MACHADO,Um Simulador para Treinamento em Anestesia Regional
LILIANE DOS SANTOS MACHADO,Virtualização de uma Série de Serious Games para Apoiar o Ensino e Aprendizagem em Biologia
LILIANE DOS SANTOS MACHADO,Maquetes Tridimensionais Interativas
LILIANE DOS SANTOS MACHADO,Modeling Based on Computational Intelligence for Physiotherapeutic Rehabilitation Games
LILIANE DOS SANTOS MACHADO,SVR 2018 Steering Committee
LILIANE DOS SANTOS MACHADO,SVR 2016 Program Committee
LILIANE DOS SANTOS MACHADO,Laboratórios Remotos com Sistemas Hápticos para Educação à Distância
LILIANE DOS SANTOS MACHADO,Evolução da Realidade Virtual e Aumentada em Saúde: Uma Reflexão a partir de 15 Anos de SVR Evolution of Virtual and Augmented Reality in Health: a reflection from 15 years of SVR
LILIANE DOS SANTOS MACHADO,"João Luiz Bernardes Júnior, USP, Brazil João Marcelo Teixeira, DEINFO-Universidade Federal Rural de Pernambuco, Brazil Jose Remo Brega, Universidade Estadual Paulista"" Júlio de …"
LILIANE DOS SANTOS MACHADO,SVR 2013
LILIANE DOS SANTOS MACHADO,SBC Special Interest Group on Virtual Reality (CERV)
LILIANE DOS SANTOS MACHADO,Caixa de Pandora
LILIANE DOS SANTOS MACHADO,Aplicaçao de Algoritmos de Grafos para Gerar e Percorrer Jogos de Labirintos Aleatórios
LILIANE DOS SANTOS MACHADO,LÍNGUA PORTUGUESA NA EDUCAÇÃO DE JOVENS E ADULTOS
LILIANE DOS SANTOS MACHADO,"Jerônimo Grandi, Universidade Federal do Rio Grande do Sul, Brazil Joaquim Cavalcante-Neto, Federal University of Ceara (UFC), Brazil Joaquim Jorge, IST/UTL, Portugal João Luiz …"
LILIANE DOS SANTOS MACHADO,GEOESPACOMOB–PLAYING AND LEARNING SPATIAL GEOMETRY USING MOBILE PHONES
LILIANE DOS SANTOS MACHADO,Author list
LILIANE DOS SANTOS MACHADO,Applicability of Serious Games in Statistics Education
LILIANE DOS SANTOS MACHADO,Users' Assessment Based on Interactions with Haptic Devices for Application in Medical Training Simulation
LILIANE DOS SANTOS MACHADO,Compartilhamento de Dados no Sistema de RV CyberMed
LILIANE DOS SANTOS MACHADO,A Serious Game with Intelligence Based on Evidence Theory
