Professor,Artigo
IGUATEMI EDUARDO DA FONSECA,Optical amplitude multiplexing through four-wave mixing in optical fibers
IGUATEMI EDUARDO DA FONSECA,Probability density functions of the packet length for computer networks with bimodal traffic
IGUATEMI EDUARDO DA FONSECA,Meeting optical QoS requirements with reduced complexity in dynamic wavelength assignment
IGUATEMI EDUARDO DA FONSECA,Quaternary optical packets generated by fiber four-wave mixing
IGUATEMI EDUARDO DA FONSECA,Algorithms for FWM-aware routing and wavelength assignment
IGUATEMI EDUARDO DA FONSECA,BLE injection-free attack: a novel attack on bluetooth low energy devices
IGUATEMI EDUARDO DA FONSECA,Adaptive and beacon-based multi-channel protocol for industrial wireless sensor networks
IGUATEMI EDUARDO DA FONSECA,Desafios de redes de sensores sem fio industriais
IGUATEMI EDUARDO DA FONSECA,Cascaded double Beaulieu-Xie fading channels
IGUATEMI EDUARDO DA FONSECA,Comparison between channel hopping and channel adaptation for industrial wireless sensor networks
IGUATEMI EDUARDO DA FONSECA,Estimating the blocking probability in wavelength-routed optical networks
IGUATEMI EDUARDO DA FONSECA,Field-trial evaluation of cross-layer effect caused by all-optical wavelength converters on IP network applications
IGUATEMI EDUARDO DA FONSECA,All-optical cryptography through spectral amplitude and delay encoding
IGUATEMI EDUARDO DA FONSECA,A selective defense for mitigating coordinated call attacks
IGUATEMI EDUARDO DA FONSECA,Formal specification and verification of a selective defense for TDoS attacks
IGUATEMI EDUARDO DA FONSECA,Distributed approach for channel quality estimation using dedicated nodes in industrial WSN
IGUATEMI EDUARDO DA FONSECA,A packet distribution traffic model for computer networks
IGUATEMI EDUARDO DA FONSECA,Uma abordagem para aprovisionamento e diferenciação de QoS óptico na presença de FWM em redes ópticas transparentes
IGUATEMI EDUARDO DA FONSECA,A simulation model for industrial multi-channel wireless sensor networks
IGUATEMI EDUARDO DA FONSECA,Differentiated optical QoS under a low complexity FWM-aware wavelength assignment algorithm
IGUATEMI EDUARDO DA FONSECA,Capacity analysis of shadowed Beaulieu-Xie fading channels
IGUATEMI EDUARDO DA FONSECA,Channel assignment in TSCH-based wireless sensor networks using fuzzy logic
IGUATEMI EDUARDO DA FONSECA,"Outage Probability of the Product of Two Beaulieu–Xie, –, –, or – Random Variables"
IGUATEMI EDUARDO DA FONSECA,On solving the capacitated routing and spectrum allocation problem for flexgrid optical networks
IGUATEMI EDUARDO DA FONSECA,Evaluation of a link quality estimator in an outdoor WSN using a dedicated node
IGUATEMI EDUARDO DA FONSECA,How to design an user interface based on gestures?
IGUATEMI EDUARDO DA FONSECA,Competition between FWM dynamics and modulational instability in dispersion shifted fibers
IGUATEMI EDUARDO DA FONSECA,Protocolos multicanais para redes de sensores sem fio industriais
IGUATEMI EDUARDO DA FONSECA,Modelo para simulação realista de redes de sensores sem fio industriais
IGUATEMI EDUARDO DA FONSECA,Photonic crystal fiber design with Ge-doped core for residual chromatic dispersion compensation
IGUATEMI EDUARDO DA FONSECA,Evaluation of channels blacklists in TSCH networks with star and tree topologies
IGUATEMI EDUARDO DA FONSECA,On the accuracy of formal verification of selective defenses for TDoS attacks
IGUATEMI EDUARDO DA FONSECA,Evaluation of link quality estimators for industrial wireless sensor networks
IGUATEMI EDUARDO DA FONSECA,A new all-optical cryptography technique applied to WDM-compatible DPSK signals
IGUATEMI EDUARDO DA FONSECA,Selectivity and autoscaling as complementary defenses for DDoS protection to cloud services
IGUATEMI EDUARDO DA FONSECA,ATreVEE IN: Using natural interaction in procedure simulator for training in the electricity sector
IGUATEMI EDUARDO DA FONSECA,Detecçao de ataques de negaçao de servico utilizando ferramentas de monitoramento e análise de tráfego
IGUATEMI EDUARDO DA FONSECA,A training system to help professionals in the electric sector in risky operations
IGUATEMI EDUARDO DA FONSECA,All-optical generation of quaternary amplitude signals
IGUATEMI EDUARDO DA FONSECA,Transmission performance of quaternary packet data generated by four-wave mixing multiplexing
IGUATEMI EDUARDO DA FONSECA,Step index holey fiber for ultra wideband residual chromatic dispersion compensation
IGUATEMI EDUARDO DA FONSECA,"Cost functions for CAC/RWA in dynamic optical networks under GVD, SPM and XPM"
IGUATEMI EDUARDO DA FONSECA,Inserção de Rótulos Ópticos Através da Mistura de Quatro Ondas
IGUATEMI EDUARDO DA FONSECA,Evaluation of multi-channel communication for an outdoor industrial wireless sensor network
IGUATEMI EDUARDO DA FONSECA,Módulo de Proteção contra Ataques de Negação de Serviço na Camada de Aplicação: uma Análise de Qualidade de Serviço e Experiência de Usuá rio∗
IGUATEMI EDUARDO DA FONSECA,A new packet distribution model for computer networks with bimodal traffic
IGUATEMI EDUARDO DA FONSECA,Estratégia de Roteamento em Algoritmos IA-RWA para Redes Ópticas–Uma avaliação da Dispersão de Modo de Polarização
IGUATEMI EDUARDO DA FONSECA,Avaliação da Confiabilidade de uma Rede Wi-Sun com Topologia Linear para Aplicaçoes de Cidades Inteligentes
IGUATEMI EDUARDO DA FONSECA,On the BEP analysis of M-QAM in a frequency non-selective Beaulieu-Xie fading channels
IGUATEMI EDUARDO DA FONSECA,An approximation to the exponentiated weibull phase probability density function
IGUATEMI EDUARDO DA FONSECA,"Segurança em Aplicações de Internet das Coisas: Bluetooth Low Energy, casos de uso e vulnerabilidades"
IGUATEMI EDUARDO DA FONSECA,Metaheurística ils aplicada ao problema de alocação de rota e espectro em redes Ópticas elásticas
IGUATEMI EDUARDO DA FONSECA,Um algoritmo baseado em iterated local search para problema de alocação de rota e espectro
IGUATEMI EDUARDO DA FONSECA,Contabilidade de gestão em Cabo Verde: estudo empírico em empresas industriais
IGUATEMI EDUARDO DA FONSECA,A utilizaçao de interaçao natural em ambientes tridimensionais para treinamento no setor elétrico
IGUATEMI EDUARDO DA FONSECA,Ambiente computacional baseado em realidade virtual e interação natural para Treinamento no Setor Elétrico
IGUATEMI EDUARDO DA FONSECA,Analysis of multi-homed SCTP and delay-centric transmission for VoIP traffic in lossy networks
IGUATEMI EDUARDO DA FONSECA,Extinction ratio improvement using the regenerative properties of four-wave mixing
IGUATEMI EDUARDO DA FONSECA,Optical multiplexing through FWM in highly nonlinear fibers: A novel device
IGUATEMI EDUARDO DA FONSECA,Influence of FWM dynamics on modulational instability in dispersion shifted fibers
IGUATEMI EDUARDO DA FONSECA,On the performance of digital systems in α-F fading and non-Gaussian noise channels
IGUATEMI EDUARDO DA FONSECA,SEP of the M-ary -QAM signals under fading and AWGN noise in a communication system using spatial diversity
IGUATEMI EDUARDO DA FONSECA,Using nanosensors in wireless sensor networks
IGUATEMI EDUARDO DA FONSECA,Join multiple channels and IEEE 802.15. 4e TSCH protocol use effects on WSN performance and energy efficiency
IGUATEMI EDUARDO DA FONSECA,Dispositivos conectados a serviço web em nuvem: complementariedade entre infraestrutura e seletividade para proteção contra DDoS
IGUATEMI EDUARDO DA FONSECA,Modelo estimativo do fluxo de embarque e desembarque de passageiros em sistemas de monitoramento metroferroviário com base em técnicas de visão computacional
IGUATEMI EDUARDO DA FONSECA,Uso de Aspectos da Topologia Virtual no Problema RWBA em Redes Ópticas Metropolitanas MB-OFDM
IGUATEMI EDUARDO DA FONSECA,Processo de Desenvolvimento de Interfaces de Usuário Baseadas em Gestos
IGUATEMI EDUARDO DA FONSECA,Transmission of encrypted optical signals in a metropolitan WDM-compatible TON with differential phase-shift keying modulation
IGUATEMI EDUARDO DA FONSECA,Contabilidade de Gestão em Cabo Verde: Estudo Empírico nas Empresas Industriais Cabo-Verdianas
IGUATEMI EDUARDO DA FONSECA,Análise de desempenho de redes óticas dinâmicas equipadas com EDFA’s com saturação de ganho
IGUATEMI EDUARDO DA FONSECA,Benefícios da eliminação da variação de ganho em EDFAs para redes óticas dinâmicas
IGUATEMI EDUARDO DA FONSECA,Controle de Velocidade em Turbinas Eólicas Equipadas com DFIG
IGUATEMI EDUARDO DA FONSECA,Controle de Corrente e Tensão em Turbinas Eólicas com DFIG
IGUATEMI EDUARDO DA FONSECA,Routing techniques in dynamic optical networks impaired by pmd
IGUATEMI EDUARDO DA FONSECA,Algoritmos RWA com múltiplas rotas em redes ópticas dinâmicas
IGUATEMI EDUARDO DA FONSECA,"Analise de trafego, capacidade e proteção em redes de pacotes opticos com chaveamento fotonico"
IGUATEMI EDUARDO DA FONSECA,Remoção Óptica de Rótulos de Pacotes Quaternários
IGUATEMI EDUARDO DA FONSECA,Greedy Algorithm for Reducing FWM Impairments in Dynamic Optical Networks
IGUATEMI EDUARDO DA FONSECA,Instabilidade modulacional em fibras de dispersão deslocada: influência da dinâmica da FWM e da compensação de dispersão
IGUATEMI EDUARDO DA FONSECA,TSN: Checker tool for output validation
IGUATEMI EDUARDO DA FONSECA,Mitigating high-rate application layer ddos attacks in software defined networks
IGUATEMI EDUARDO DA FONSECA,Formal Specification and Verification of a Selective Defense for VoIP DDoS Attacks
IGUATEMI EDUARDO DA FONSECA,Fault injection and reliability analysis on time sensitive networking
IGUATEMI EDUARDO DA FONSECA,Automação e Cibersegurança: Criando uma Ferramenta de Testes para Redes SDN
IGUATEMI EDUARDO DA FONSECA,Cascaded and Sum of Cascaded over - Fading Channels with Pointing Error Impairment
IGUATEMI EDUARDO DA FONSECA,Industrial Control Systems in Environments with Zero Trust Architecture: Analysis of Responses to Various Attack Types
IGUATEMI EDUARDO DA FONSECA,Mitigando a Ameaça dos Ataques Slow DDoS a Redes SDN usando Consolidaçao de Regras
IGUATEMI EDUARDO DA FONSECA,Demonstraçao Experimental de Vulnerabilidades em Dispositivos Internet das Coisas
IGUATEMI EDUARDO DA FONSECA,System for Supporting Implementation and Monitoring of Smart Campus Applications based on IoT Protocols.
IGUATEMI EDUARDO DA FONSECA,LLS Estimation of the Channel Gain in a Scenario of Impulsive Noise and Generalized Fading
IGUATEMI EDUARDO DA FONSECA,SEP of the M-ary θ-QAM Signals Under Nakagami-q Fading and AWGN Noise
IGUATEMI EDUARDO DA FONSECA,Multi-channel Communication Analysis
IGUATEMI EDUARDO DA FONSECA,On the Performance of Industrial Wireless Sensor Networks: Channel Hopping vs. Channel Adaptive Protocols
IGUATEMI EDUARDO DA FONSECA,Multi-channel Communication Analysis of Industrial Wireless Sensor Networks in Outdoor Environments
IGUATEMI EDUARDO DA FONSECA,Evaluation of Channels Blacklists in TSCH Networks with Star and Tree
IGUATEMI EDUARDO DA FONSECA,Journal of Logical and Algebraic Methods in Programming
IGUATEMI EDUARDO DA FONSECA,"The new problem of routing, wavelength and band assignment in MB-OFDM metropolitan networks"
IGUATEMI EDUARDO DA FONSECA,De Mendel aos transgênicos.
IGUATEMI EDUARDO DA FONSECA,As bases bioquímicas da genômica.
IGUATEMI EDUARDO DA FONSECA,All-Optical Amplitude Multiplexing Through Fiber Parametric Interaction Between Binary Signals
IGUATEMI EDUARDO DA FONSECA,Impact of fibre four-wave mixing wavelength converters on the packet error rate of IP applications
IGUATEMI EDUARDO DA FONSECA,Propagation and Waveguiding Ge-Doped Defect-Core Microstructured Fiber Design by Genetic Algorithm for Residual Dispersion Compensation
IGUATEMI EDUARDO DA FONSECA,Quaternary amplitude optical packets generated by four-wave mixing: Power level optimization
IGUATEMI EDUARDO DA FONSECA,Estimaçao da Disponibilidade de Intervalo em ConexoesOpticas Protegidas para a Formulaçao de SLAs
IGUATEMI EDUARDO DA FONSECA,Estudo de Vulnerabilidades em API e APP de Controladores SDN ONOS
IGUATEMI EDUARDO DA FONSECA,A Novel Open-Source Framework for Performing Tsn Schedules
IGUATEMI EDUARDO DA FONSECA,SEP of the M-ary h-QAM signals under g--l fading and AWGN noise in a communication system using spatial diversity
IGUATEMI EDUARDO DA FONSECA,Demonstração experimental de mitigação de ataques em dispositivos Bluetooth Low Energy
IGUATEMI EDUARDO DA FONSECA,Usando o particionamento de switch para mitigar o problema de acoplamento em Redes Definidas por Software
IGUATEMI EDUARDO DA FONSECA,Implementação e Demonstração de Ataques Cibernéticos em Sistemas SCADA
IGUATEMI EDUARDO DA FONSECA,EDFA Gain Variation Problem in Transparent Optical Networks
IGUATEMI EDUARDO DA FONSECA,Um estudo sobre estratégias de perturbação para metaheurística VNS aplicada ao problema RSA em Redes Ópticas Elásticas
IGUATEMI EDUARDO DA FONSECA,Avaliação do Uso de Adaptação de Canal e Estimação de Qualidade de Enlace em Redes TSCH
IGUATEMI EDUARDO DA FONSECA,Um modelo de programaç ao linear inteira para o problema RSA em Redes Opticas Elásticas
IGUATEMI EDUARDO DA FONSECA,Estratégias de perturbaçao para metaheurıstica VNS aplicada ao problema RSA em RedesOpticas Elásticas
IGUATEMI EDUARDO DA FONSECA,A systematic mapping study on identifying attack traffic in IP networks
IGUATEMI EDUARDO DA FONSECA,An Adaptive Selective Defense for Application Layer
IGUATEMI EDUARDO DA FONSECA,Uma Proposta para Controle de Velocidade de DFIG
IGUATEMI EDUARDO DA FONSECA,Plataforma Computacional para Treinamento de Profissionais do Setor Elétrico
IGUATEMI EDUARDO DA FONSECA,Desenvolvimento de um Simulador para o Treinamento de Operações para Profissionais do Setor Elétrico
IGUATEMI EDUARDO DA FONSECA,Um Novo Algoritmo para Alocação de Rota e Comprimento de Onda com Restrições de Energia e da Camada Física em Redes Ópticas
IGUATEMI EDUARDO DA FONSECA,Estudos Pré-Operacionais do Controle de Corrente para Geradores Eólicos
IGUATEMI EDUARDO DA FONSECA,Uma Análise do Problema da Variação do Ganho dos Amplificadores EDFA's em Redes Óticas
IGUATEMI EDUARDO DA FONSECA,Um Método para Minimizar a Instabilidade Modulacional em Fibras de Dispersão Deslocada
IGUATEMI EDUARDO DA FONSECA,CAC/RWA’s for Preserving Optical QoS in Dynamic Optical Networks
IGUATEMI EDUARDO DA FONSECA,Optical DiffServ in FWM Impaired Dynamic Optical Networks
IGUATEMI EDUARDO DA FONSECA,"Cross-Layer Interaction Between the Application, Routing and MAC Layers for Wireless Sensor Networks"
JAIRO ROCHA DE FARIA,Nenhuma publicação encontrada
JAN SOKOLOWSKI,Nenhuma publicação encontrada
JOSE ANTONIO GOMES DE LIMA,Nenhuma publicação encontrada
