Year,Track,Artist,Album,Duration (s),Genres,Track ID,Release Date,Popularity
2013,Cigarette Daydreams,Cage The Elephant,Melophobia,208,modern rock,2tznHmp70DxMyr2XhWLOW0,2013-10-08,80
2013,Fashion Killa,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),236,rap,0O3TAouZE4vL9dM5SyxgvH,2013,80
2013,Ribs,Lorde,Pure Heroine,258,Unknown,2MvvoeRt8NcOXWESkxWn3g,2013-09-27,80
2013,Always Forever,Cults,Static,223,Unknown,2enPRFda84VE2wtI8c86Uf,2013-10-15,80
2013,We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),231,Unknown,2y4lAQpi5VTNLu2ldeTdUH,2013-10-04,80
2013,Dark Horse,"Katy Perry, Juicy J",PRISM,215,pop,4jbmgIyjGoXjY01XxatOx6,2013-01-01,80
2013,Wrecking Ball,Miley Cyrus,Bangerz (Deluxe Version),221,Unknown,2vwlzO0Qp8kfEtzTsCXfyE,2013-10-04,80
2013,Hey Brother,Avicii,True,255,edm,4lhqb6JvbHId48OUJGwymk,2013-01-01,80
2013,Me and the Devil,Soap&Skin,Sugarbread,185,Unknown,0wrWxW18WK2MkrfDpRHkyh,2013-03-11,80
2013,Power Trip (feat. Miguel),"J. Cole, Miguel",Born Sinner (Deluxe Version),241,rap,2uwnP6tZVVmTovzX5ELooy,2013-06-18,79
2013,3005,Childish Gambino,Because the Internet,234,Unknown,2X6b7zLdIxCejd6GqVcQ9M,2013-12-10,79
2013,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",LONG.LIVE.A$AP (Deluxe Version),233,rap,4X5f3vT8MRuXF68pfjNte5,2013,79
2013,The Monster,"Eminem, Rihanna",The Marshall Mathers LP2,250,"rap, hip hop",48RrDBpOSSl1aLVCalGl5C,2013-11-05,79
2013,Roar,Katy Perry,PRISM,223,pop,27tNWlhdAryQY04Gb2ZhUI,2013-01-01,79
2013,Heart Attack,Demi Lovato,Demi,210,Unknown,1V6gIisPpYqgFeWbMLI0bA,2013-01-01,79
2013,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Pharrell Williams, Nile Rodgers, Thomas Bangalter, Guy-Manuel de Homem-Christo, Daft Punk",Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],248,Unknown,2Foc5Q5nqNiosCNqttzHof,2013-04-19,79
2013,Wagon Wheel,Darius Rucker,True Believers,298,country,3xdjjKMcMOFgo1eQrfbogM,2013-01-01,78
2013,Symphonia IX,Current Joys,Wild Heart,181,Unknown,3FLY0t9loX5LBi4MMWxWrV,2013-01-02,78
2013,Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",Sail Out,382,r&b,5nkUIVKqOqdpB6ApKgEMkv,2013-01-01,78
2013,Applause,Lady Gaga,ARTPOP,212,"art pop, pop",5ka2ajep9OAvU5Sgduhiex,2013-11-11,78
2013,Snap Out Of It,Arctic Monkeys,AM,193,"indie, garage rock",0NdTUS4UiNYCNn5FgVqKQY,2013-09-09,78
2013,All I Want,Kodaline,In A Perfect World (Expanded Edition),305,Unknown,0NlGoUyOJSuSHmngoibVAs,2013-06-17,78
2013,Scream & Shout,"will.i.am, Britney Spears",#willpower,283,Unknown,2iJuuzV8P9Yz0VSurttIV5,2013-01-01,78
2013,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",Random Access Memories,337,"french house, electronic, electro",2cGxRwrMyEAp8dEbuZaVv6,2013-05-20,78
2013,Blondie,Current Joys,Wild Heart,194,Unknown,6f9rEIGzSTgAJYJv9F7s3f,2013-01-02,77
2013,(dream),salvia palth,melanchole,84,slowcore,17YNmMy03QLPirmBzWxFa6,2013-05-06,77
2013,Royals,Lorde,Pure Heroine,190,Unknown,2dLLR6qlu5UJ5gk0dKz0h3,2013-09-27,77
2013,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),223,musicals,0qcr5FMsEO85NAQjrlDRKo,2013-01-01,76
2013,Bloom - Bonus Track,The Paper Kites,Woodland,210,indie folk,1HMQmOWrkieKYWlFsjUP3D,2013-03-05,76
2013,How To Never Stop Being Sad,dandelion hands,It's All In Your Head,130,spoken word,6ZLt6fyonW1xOGMBC9vJPJ,2013-01-01,76
2013,Hail to the King,Avenged Sevenfold,Hail to the King,305,"metal, alternative metal, heavy metal",5anCkDvJ17aznvK5TED5uo,2013-08-23,76
2013,Team,Lorde,Pure Heroine,193,Unknown,3G6hD9B2ZHOsgf4WfNu7X1,2013-09-27,76
2013,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,186,"emo, pop punk, emo pop",2E43WFS4rRc09za2r2GmZl,2013-04-12,76
2013,Can You Feel My Heart,Bring Me The Horizon,Sempiternal (Expanded Edition),228,"metalcore, emo, screamo, rock, post-hardcore, metal",0WSa1sucoNRcEeULlZVQXj,2013-04-01,76
2013,Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),363,"rap, hip hop",6or1bKJiZ06IlK0vFvY75k,2013-11-05,76
2013,Best Song Ever,One Direction,Midnight Memories (Deluxe),200,Unknown,5T7ZFtCcOgkpjxcuaeZbw0,2013-11-25,76
2013,Play It Again,Luke Bryan,Crash My Party,226,"country, acoustic country",03fT3OHB9KyMtGMt2zwqCT,2013-01-01,75
2013,Ain't It Fun,Paramore,Paramore,296,"pop punk, emo, emo pop",1j8z4TTjJ1YOdoFEDwJTQa,2013-04-05,75
2013,TBH,PARTYNEXTDOOR,PARTYNEXTDOOR,123,r&b,236P5yLtfnHgTMxevc0q6F,2013-07-01,75
2013,She Knows (feat. Amber Coffman & Cults),"J. Cole, Cults, Amber Coffman",Born Sinner (Deluxe Version),296,rap,0Fs9cdPDhptWEDJmiCbkEW,2013-06-18,75
2013,I Lived,OneRepublic,Native,234,soft pop,3IQF4xCQUPicbA4hWfTxPo,2013-01-01,75
2013,Get Lucky (feat. Pharrell Williams and Nile Rodgers),"Daft Punk, Pharrell Williams, Nile Rodgers",Random Access Memories,369,"french house, electronic, electro",69kOkLUCkxIZYexIgSG8rq,2013-05-20,75
2013,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",Blurred Lines (Deluxe),263,Unknown,0n4bITAu0Y0nigrz3MFJMb,2013-01-01,75
2013,Out of My League,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),209,Unknown,2AYEOC02WLhUiOoaig2SEH,2013-05-07,74
2013,IFHY (feat. Pharrell),"Tyler, The Creator, Pharrell Williams",Wolf,319,Unknown,0NjW4SKY3gbfl2orl1p8hr,2013-04-01,74
2013,Answer,"Tyler, The Creator",Wolf,230,Unknown,6rqj2zeKhLy3exkuFi6mSz,2013-04-01,74
2013,Youngest Daughter,Superheaven,Jar,249,"shoegaze, post-grunge",3tYxhPqkioZEV5el3DJxLQ,2013-04-05,74
2013,Wus Good / Curious,PARTYNEXTDOOR,PARTYNEXTDOOR,212,r&b,0NHvTrD8Igke3fawcp3njY,2013-07-01,74
2013,On Sight,Kanye West,Yeezus,156,rap,1gqkRc9WtOpnGIqxf2Hvzr,2013-06-18,74
2013,I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",THIS IS... ICONA POP,157,Unknown,6HZ9VeI5IRFCNQLXhpF4bq,2013-08-27,73
2013,Amsterdam,Gregory Alan Isakov,The Weatherman,198,"indie folk, folk, folk pop",7iQmjnDXYngWGsbjVnDc1U,2013-07-09,73
2013,Alternative Outro,LUCKI,Alternative Trap,290,cloud rap,0ZFQxmNIOj03o7OMaiPcVX,2013-02-25,73
2013,New Flesh,Current Joys,Wild Heart,167,Unknown,1QYwn5SIJesFNStd2EqwGl,2013-01-02,73
2013,I Want You,Mitski,"Retired from Sad, New Career in Business",183,Unknown,7FHj19QQigvMH1onMYRNLn,2013-08-01,73
2013,Bad Girls,M.I.A.,Matangi,227,Unknown,6nzXkCBOhb2mxctNihOqbb,2013-01-01,73
2013,"Hold On, We're Going Home","Drake, Majid Jordan",Nothing Was The Same,227,"rap, hip hop",2aSC2xhRxOLiiZZVjhbylH,2013-01-01,72
2013,That's My Kind Of Night,Luke Bryan,Crash My Party,190,"country, acoustic country",5HGibWoxnkYSkl6mHmAlOE,2013-01-01,72
2013,The Worst,Jhené Aiko,Sail Out,254,r&b,2wBCrtJS3E3TimRZ5MElTI,2013-01-01,72
2013,Bed Peace,"Jhené Aiko, Childish Gambino",Sail Out,256,r&b,5Ck3e6z1bcSCes5gdo0Ddt,2013-01-01,72
2013,"For the First Time in Forever - From ""Frozen""/Soundtrack Version","Kristen Bell, Idina Menzel",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),225,Unknown,70b5Sq3ePOu3Gqg0hjlOtR,2013-01-01,72
2013,Make Me Wanna,Thomas Rhett,It Goes Like This,225,"country, acoustic country, pop country",69DR48pXzSabFUfQfDDJDb,2013-01-01,71
2013,Come a Little Closer,Cage The Elephant,Melophobia,229,modern rock,4sebUbjqbcgDSwG6PbSGI0,2013-10-08,71
2013,What Are You Listening To?,Chris Stapleton,What Are You Listening To?,245,country,3KZw9g7PNBBx66sHNqme6Z,2013-01-01,71
2013,Pompeii,Bastille,Bad Blood,214,Unknown,3gbBpTdY8lnQwqxNCcf795,2013-01-01,70
2013,Photograph,Ed Sheeran,x (Wembley Edition),258,soft pop,6fxVffaTuwjgEk5h9QyRjy,2013,70
2013,The Love Club,Lorde,The Love Club EP,201,Unknown,2HotTAoFiOYTeMZkNs1Ces,2013-03-08,70
2013,Twin Size Mattress,The Front Bottoms,Talon Of The Hawk,264,"midwest emo, folk punk, emo",14N3tALR3Mhf7UHpJRKk4L,2013-05-21,70
2013,Oceans (Where Feet May Fail),"Hillsong UNITED, TAYA",Zion (Deluxe Edition),535,"worship, christian, ccm, gospel",5Mw9bXG1dLNhbjofkVS2oR,2013-02-26,69
2013,The Way,"Ariana Grande, Mac Miller",Yours Truly,227,pop,06EL94D0TA27Ik0Ke5usbj,2013-01-01,69
2013,This Is How We Roll,"Florida Georgia Line, Luke Bryan",Here's To The Good Times...This Is How We Roll,220,"country, pop country, acoustic country",2TR7A4ulH9R1PNwMyd8o8U,2013-01-01,69
2013,Beware,"Big Sean, Lil Wayne, Jhené Aiko",Hall Of Fame (Deluxe),235,Unknown,6bxUnsSGZCmoHHU5auwtps,2013-01-01,68
2013,Talk Dirty (feat. 2 Chainz),"Jason Derulo, 2 Chainz",Talk Dirty,177,Unknown,6g6A7qNhTfUgOSH7ROOxTD,2013-09-10,68
2013,From Time,"Drake, Jhené Aiko",Nothing Was The Same,322,"rap, hip hop",0GaBIpyHvytM1UBYmqXu08,2013-01-01,68
2013,Latch,"Disclosure, Sam Smith",Settle (Deluxe),255,house,1DunhgeZSEgWiIYbHqXl0c,2013-06-03,68
2013,Rich As Fuck,"Lil Wayne, 2 Chainz",I Am Not A Human Being II (Deluxe),223,"rap, hip hop",3SShjQBczSt1HMpWA9zbwE,2013-01-01,68
2013,Smoke,Xavier Wulf,Shut up Be Quiet,254,"cloud rap, dark trap, underground hip hop, memphis rap, emo rap",7u1rF3vsBwVQLiSiOI1WIV,2013-03-03,68
2013,Thinking out Loud,Ed Sheeran,x (Wembley Edition),281,soft pop,1Slwb6dOYkBlWal1PGtnNg,2013,67
2013,Tapout,"Rich Gang, Lil Wayne, Birdman, Mack Maine, Nicki Minaj, Future",Rich Gang (Deluxe Version),284,Unknown,7A8d6xGJy2DpNqO2b9DrJu,2013-01-01,66
2014,A Sky Full of Stars,Coldplay,Ghost Stories,267,Unknown,0FDzzruyVECATHXKHFs9eJ,2014-05-16,88
2014,Night Changes,One Direction,FOUR (Deluxe),226,Unknown,5O2P9iiztwhomNh8xkR9lJ,2014-11-17,88
2014,Lovers Rock,TV Girl,French Exit,213,Unknown,6dBUzqjtbnIa1TwYbyw5CM,2014-06-05,87
2014,I Love You So,The Walters,I Love You So,160,Unknown,4SqWKzw0CbA05TGszDgMlc,2014-11-28,87
2014,No Role Modelz,J. Cole,2014 Forest Hills Drive,292,rap,68Dni7IE4VyPkTOH9mRWHr,2014-12-09,85
2014,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,199,Unknown,4kbj5MwxO1bq9wjT5g9HaA,2014-12-02,85
2014,Summer,Calvin Harris,Motion,222,edm,6YUTL4dYpB9xZO5qExPf05,2014-10-31,84
2014,One Last Time,Ariana Grande,My Everything (Deluxe),197,pop,7xoUc6faLbCqZO6fQEYprd,2014-08-22,84
2014,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Motion,227,edm,7MmG8p0F9N3C4AXdK6o6Eb,2014-10-31,84
2014,The Nights,Avicii,The Days / Nights,176,edm,0ct6r3EGTcMLPtrXHDvVjc,2014-01-01,84
2014,Riptide,Vance Joy,Dream Your Life Away (Deluxe Edition),204,folk pop,2uXlHCUbq9OMUwx3hrk06o,2014-08-05,83
2014,Time of Our Lives,"Pitbull, Ne-Yo",Globalization,229,Unknown,2bJvI42r8EF3wxjOuDav4r,2014-11-24,83
2014,Maps,Maroon 5,V,189,pop,4gbVRS8gloEluzf0GzDOFc,2014-09-02,83
2014,West Coast,Lana Del Rey,Ultraviolence (Deluxe),256,Unknown,5Y6nVaayzitvsD5F7nr3DV,2014-01-01,83
2014,Rude,MAGIC!,Don't Kill the Magic,224,Unknown,6RtPijgfPKROxEzTHNRiDp,2014-06-25,83
2014,I'm Not The Only One,Sam Smith,In The Lonely Hour,239,soft pop,7795WJLVKJoAyVoOtCWqXN,2014-05-26,83
2014,Chamber Of Reflection,Mac DeMarco,Salad Days,231,indie,7H7NyZ3G075GqPx2evsfeb,2014-04-01,82
2014,Budapest,George Ezra,Wanted on Voyage (Expanded Edition),200,Unknown,2ixsaeFioXJmMgkkbd4uj1,2014-06-30,82
2014,Brooklyn Baby,Lana Del Rey,Ultraviolence (Deluxe),351,Unknown,1NZs6n6hl8UuMaX0UC0YTz,2014-01-01,82
2014,Stay With Me,Sam Smith,In The Lonely Hour,172,soft pop,5Nm9ERjJZ5oyfXZTECKmRt,2014-05-26,82
2014,Confident,"Justin Bieber, Chance the Rapper",Journals,248,Unknown,3JsydWaf2Ev4ehaLUjj3SY,2014-05-13,82
2014,Take Me to Church,Hozier,Hozier (Expanded Edition),241,Unknown,1CS7Sd1u5tWkstBhpssyjP,2014-09-19,81
2014,Wet Dreamz,J. Cole,2014 Forest Hills Drive,239,rap,4tqcoej1zPvwePZCzuAjJd,2014-12-09,81
2014,Love Me Harder,"Ariana Grande, The Weeknd",My Everything (Deluxe),236,pop,5J4ZkQpzMUFojo1CtAZYpn,2014-08-22,81
2014,"Happy - From ""Despicable Me 2""",Pharrell Williams,G I R L,232,Unknown,60nZcImufyMA1MKQY3dcCH,2014-03-03,81
2014,Animals,Maroon 5,V,231,pop,2bL2gyO6kBdLkNSkxXNh6x,2014-09-02,81
2014,Steal My Girl,One Direction,FOUR (Deluxe),228,Unknown,2Bs4jQEGMycglOfWPBqrVG,2014-11-17,81
2014,Blame (feat. John Newman),"Calvin Harris, John Newman",Motion,212,edm,07nH4ifBxUB4lZcsf44Brn,2014-10-31,81
2014,Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",Waves (Robin Schulz Radio Edit),208,Unknown,1HFfMOxCAT4GAwaPfCdmUs,2014-02-07,81
2014,Work Song,Hozier,Hozier (Expanded Edition),229,Unknown,5TgEJ62DOzBpGxZ7WRsrqb,2014-09-19,80
2014,Tumblr Girls (feat. Christoph Andersson),"G-Eazy, Christoph Andersson",These Things Happen,255,Unknown,4Fv6wNYUixnYkj3Dgfrls8,2014-06-20,80
2014,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Ty Dolla $ign, The Weeknd, Wiz Khalifa, Mustard","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",242,Unknown,7t2bFihaDvhIrd2gn2CWJO,2014-06-10,80
2014,Sugar,Maroon 5,V,235,pop,2iuZJX9X9P0GKaE93xcPjk,2014-09-02,80
2014,Propuesta Indecente,Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)",235,"bachata, bachata pop, latin",5PycBIeabfvX3n9ILG7Vrv,2014-02-25,80
2014,Riptide,Vance Joy,Dream Your Life Away,204,folk pop,7yq4Qj7cqayVTp3FF9CWbm,2014-09-08,80
2014,The Blonde,TV Girl,French Exit,227,Unknown,72cGBEqu7RitIOoACXYjfR,2014-06-05,79
2014,Best Day Of My Life,American Authors,"Oh, What A Life",194,Unknown,5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,79
2014,Chicago,Michael Jackson,XSCAPE,245,Unknown,5BKKy9fIJL5uM9fz1SnqyP,2014-05-09,79
2014,2 On (feat. ScHoolboy Q),"Tinashe, ScHoolboy Q",Aquarius,227,alternative r&b,3jVtllWS5CFFWLQng8sKsr,2014-10-01,79
2014,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",Sweet Talker (Deluxe Version),199,Unknown,0puf9yIluy9W0vpMEUoAnN,2014-10-10,79
2014,Break Free,"Ariana Grande, Zedd",My Everything (Deluxe),214,pop,12KUFSHFgT0XCoiSlvdQi4,2014-08-22,79
2014,Fireball (feat. John Ryan),"Pitbull, John Ryan",Globalization,236,Unknown,4Y7XAxTANhu3lmnLAzhWJW,2014-11-24,79
2014,Eres Mía,Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)",250,"bachata, bachata pop, latin",6I86RF3odBlcuZA9Vfjzeq,2014-02-25,79
2014,Someone New,Hozier,Hozier (Expanded Edition),222,Unknown,2DNXgvkyv35vTWvdgjs7qn,2014-09-19,78
2014,Collard Greens,"ScHoolboy Q, Kendrick Lamar",Oxymoron (Deluxe),299,Unknown,0zO8ctW0UiuOefR87OeJOZ,2014-01-01,78
2014,Belong to the City,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,98,r&b,5c3luoCub1Z1Gg74NdNtuq,2014-07-29,78
2014,Problem,"Ariana Grande, Iggy Azalea",My Everything (Deluxe),193,pop,7vS3Y0IKjde7Xg85LWIEdP,2014-08-22,78
2014,Shower,Becky G,Shower,206,"reggaeton, latin",3DmW6y7wTEYHJZlLo1r6XJ,2014-04-23,78
2014,Sad Girl,Lana Del Rey,Ultraviolence (Deluxe),317,Unknown,11MyiSGZSYSmhhqwGUTtAq,2014-01-01,78
2014,Ultraviolence,Lana Del Rey,Ultraviolence (Deluxe),251,Unknown,1y3r6RXiJZNBV1EI0NggpS,2014-01-01,78
2014,Her Way,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,216,r&b,3JEJwjqLkg2Jbau5922CAb,2014-07-29,77
2014,First Love/Late Spring,Mitski,Bury Me At Makeout Creek,278,Unknown,3sslYZcFKtUvIEWN9lADgr,2014-11-11,77
2014,After Dark,Mr.Kitty,Time,259,"witch house, darkwave",2LKOHdMsL0K9KwcPRlJK2v,2014-10-06,77
2014,Odio (feat. Drake),"Romeo Santos, Drake","Fórmula, Vol. 2 (Deluxe Edition)",225,"bachata, bachata pop, latin",1iLv1ieT9BZ3qsti9yTCnG,2014-02-25,77
2014,Do I Wanna Know? - Live At the BBC,Hozier,Hozier (Special Edition),257,Unknown,32btQnrL0HR6M1KKAPf3D3,2014-09-19,76
2014,Loyal (feat. Lil Wayne & Tyga),"Chris Brown, Lil Wayne, Tyga",X (Expanded Edition),264,r&b,5BrTUo0xP1wKXLJWUaGFtk,2014-09-16,76
2014,Flatline,Justin Bieber,Journals,219,Unknown,2GBgiuXwY1KzJMA0gSAr9J,2014-05-13,76
2014,Pretty When You Cry,Lana Del Rey,Ultraviolence (Deluxe),234,Unknown,6PnluwP0fjGnpIBsqTdUTq,2014-01-01,76
2014,Habits (Stay High),Tove Lo,Queen Of The Clouds,209,Unknown,14OxJlLdcHNpgsm4DRwDOB,2014-01-01,75
2014,Stolen Dance,Milky Chance,Sadnecessary (Bonus Track Version),313,Unknown,0ZfByLXCeKchuj7zi1CJ0S,2014-10-14,75
2014,Love Yourz,J. Cole,2014 Forest Hills Drive,211,rap,2e3Ea0o24lReQFR4FA7yXH,2014-12-09,75
2014,Counting Stars,OneRepublic,Native,257,soft pop,6sy3LkhNFjJWlaeSMNwQ62,2014-01-01,75
2014,Me And My Broken Heart,Rixton,Let The Road,193,Unknown,1oew3nFNY3vMacJAsvry0S,2014-01-01,75
2014,Like Real People Do,Hozier,Hozier (Expanded Edition),198,Unknown,57V4uc2b2diZ4RPHXWecb9,2014-09-19,74
2014,Recognize (feat. Drake),"PARTYNEXTDOOR, Drake",PARTYNEXTDOOR TWO,311,r&b,1DMYEiuAgz1OKvANXiNFrN,2014-07-29,74
2014,"Honey, I'm Good",Andy Grammer,Magazines Or Novels,199,Unknown,4Tt6GiWS2V9sQjZjS2xjp2,2014-08-05,74
2014,Francis Forever,Mitski,Bury Me At Makeout Creek,149,Unknown,5411TEB6tlzvuF5A4oyldr,2014-11-11,74
2014,Custer,Slipknot,.5: The Gray Chapter (Special Edition),254,"nu metal, metal, alternative metal, rap metal, heavy metal",3GiJq4AQK7324mfIQbpiTf,2014-10-15,74
2014,You Know You Like It,"DJ Snake, AlunaGeorge",You Know You Like It,247,Unknown,57kR5SniQIbsbVoIjjOUDa,2014-10-14,73
2014,Mess Is Mine,Vance Joy,Dream Your Life Away (Deluxe Edition),223,folk pop,6IJXxWAHTVORSyl7lT5pkY,2014-08-05,73
2014,American Kids,Kenny Chesney,The Big Revival,182,country,1dgWTMoHwTUnQhOQ8SR5fV,2014-09-22,72
2014,From Eden,Hozier,Hozier (Expanded Edition),283,Unknown,5aRZk9oWIYUB5alrTs8TTV,2014-09-19,72
2014,Throw Away,Future,Monster,316,rap,2ML7vSeIZEmOCOiLUmz7Sv,2014-10-28,72
2014,Sex on the Beach,PARTYNEXTDOOR,PARTYNEXTDOOR TWO,229,r&b,1A8RGlqkdjAfwkXtEgJ7wR,2014-07-29,72
2014,Gas Pedal,"Sage The Gemini, Iamsu!",Remember Me,208,hyphy,1UMKquW1olreYO1LlLmTqi,2014-03-25,72
2014,She Keeps Me Up,Nickelback,No Fixed Address,237,"post-grunge, rock",4AGbGF8JPcaH43eCMuANXG,2014-11-17,72
2014,i,Kendrick Lamar,i,231,"hip hop, west coast hip hop",7wdzLe2Gsx1RGqbvYZHASz,2014-09-23,72
2014,Harvey,Alex G,DSU,99,Unknown,3XUqkTZBYQr3Nj0nifAW2S,2014-06-17,71
2014,Blank Space,Taylor Swift,1989,231,Unknown,1p80LdxRV74UKvL8gnD7ky,2014-10-27,71
2014,So High,Doja Cat,Purrr!,199,Unknown,1yvSMyZn27M4wEslpSvB0D,2014-08-05,71
2014,She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,202,Unknown,1gugDOSMREb34Xo0c1PlxM,2014-06-27,71
2014,Me and My Kind,Cody Johnson,Cowboy Like Me,156,"texas country, country, red dirt",4rW9EUFaMSNVY8JhbqrB6z,2014-01-14,71
2014,G.O.M.D,J. Cole,2014 Forest Hills Drive,301,rap,0Thqjtu54vKMP06pwZkAWp,2014-12-09,71
2014,Trophies,"Young Money, Drake",Rise Of An Empire (Deluxe Edition),188,Unknown,6HfOzLLjsaXsehIFEsrxTk,2014-01-01,71
2014,Jackie and Wilson,Hozier,Hozier (Expanded Edition),223,Unknown,4JpazKcfOhbwqZrsYhzHee,2014-09-19,70
2014,Shake It Off,Taylor Swift,1989,219,Unknown,5xTtaWoae3wi06K5WfVUUH,2014-10-27,70
2014,Doses & Mimosas,Cherub,Year of the Caprese,323,Unknown,44CZRkOxv7UItaAUmh8PgN,2014,70
2014,Talking Body,Tove Lo,Queen Of The Clouds,238,Unknown,2tpfxAXiI52znho4WE3XFA,2014-09-24,69
2014,Hooked On A Feeling,"Blue Swede, Björn Skifs",Hooked On A Feeling - 40th Anniversary Collection,172,Unknown,2Nz6aF1umHh5Et6I5H581L,2014-09-30,69
2014,Drunk On A Plane,Dierks Bentley,RISER,254,country,1soxUgYIZb1qx1c7o1Lc7z,2014-01-01,69
2014,La La La,"Naughty Boy, Sam Smith",Hotel Cabana (Deluxe Version),222,Unknown,36pLU2ywVeBKEF0rrKtmCB,2014-01-01,69
2014,Dance Her Home,Cody Johnson,Cowboy Like Me,174,"texas country, country, red dirt",2g3vpJiqwswGJbUOSkCWqC,2014-01-14,69
2014,Studio,"ScHoolboy Q, BJ The Chicago Kid",Oxymoron (Deluxe),278,Unknown,29gsi1zZrZxdStACmTQB0Z,2014-01-01,69
2014,She Twerkin,Ca$h Out,Let's Get It,172,Unknown,4ngnFeJ58ivjFl0gFD1Osh,2014-08-26,69
2014,Burnin' It Down,Jason Aldean,"Old Boots, New Dirt",219,"country, acoustic country",32FcjEWPn4aSRqJ6loL01b,2014-10-07,68
2014,Style,Taylor Swift,1989,231,Unknown,4lIxdJw6W3Fg4vUIYCB0S5,2014-10-27,68
2014,Cherry Wine - Live,Hozier,Hozier (Expanded Edition),240,Unknown,1C042FLYy7rP3MfnkOcnha,2014-09-19,68
2014,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",New Eyes,227,Unknown,0am001WwFBVGDGLwRh3ixi,2014-06-02,67
2014,I Like The Sound Of That,Rascal Flatts,Rewind,209,country,5S5rw0WLVCAux5B5bWCehK,2014-01-01,67
2014,Talladega,Eric Church,The Outsiders,262,"country, acoustic country",1TKlBK9cSrM5u4CiL4SETS,2014-01-01,67
2015,The Hills,The Weeknd,Beauty Behind The Madness,242,Unknown,7fBv7CLKzipRk6EC6TWHOB,2015-08-28,86
2015,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",Uptown Special,269,Unknown,32OlwWuMpZ6b0aN2RZOeMS,2015-01-12,86
2015,The Less I Know The Better,Tame Impala,Currents,216,"indie, psychedelic pop",6K4t31amVTZDgR3sKmwUJJ,2015-07-17,85
2015,Daddy Issues,The Neighbourhood,Wiped Out!,260,Unknown,5E30LdtzQTGqRvNd7l6kG5,2015-10-30,85
2015,Tennessee Whiskey,Chris Stapleton,Traveller,293,country,3fqwjXwUGN6vbzIwvyFMhx,2015-05-04,84
2015,Don't,Bryson Tiller,T R A P S O U L,198,r&b,3pXF1nA74528Edde4of9CC,2015-10-02,84
2015,Stressed Out,Twenty One Pilots,Blurryface,202,Unknown,3CRDbSIZ4r5MsZ0YwxuEkn,2015-05-15,84
2015,Friends,Chase Atlantic,Nostalgia - EP,230,Unknown,7uDUb37h7Xdhza1eWMkoJv,2015-02-21,84
2015,Love Yourself,Justin Bieber,Purpose (Deluxe),233,Unknown,50kpGaPAhYJ3sGmk6vplg0,2015-11-13,84
2015,Sorry,Justin Bieber,Purpose (Deluxe),200,Unknown,09CtPGIpYB4BrO8qb1RGsF,2015-11-13,84
2015,Hymn for the Weekend,Coldplay,A Head Full of Dreams,258,Unknown,3RiPr603aXAoi4GHyXx0uy,2015-12-04,84
2015,Alright,Kendrick Lamar,To Pimp A Butterfly,219,"hip hop, west coast hip hop",3iVcZ5G6tvkXZkZKlMpIUs,2015-03-16,83
2015,Dreamin,PARTYNEXTDOOR,Dreamin,147,r&b,35sZOqVnTQNIGWGURrFdLh,2015-03-08,83
2015,Stitches,Shawn Mendes,Handwritten,206,pop,5jsw9uXEGuKyJzs0boZ1bT,2015-04-14,83
2015,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,263,Unknown,69uxyAqqPIsUyTO8txoP2M,2015-12-04,83
2015,Again,Fetty Wap,Fetty Wap (Deluxe),312,Unknown,3ESSGgWzRf1xvP7G5hHMhB,2015-09-25,82
2015,nuts,"Lil Peep, rainy bear",LIVE FOREVER,85,"emo rap, cloud rap",4k3xDpAdBuM17mNNHhOZkK,2015-12-02,82
