Ano,Posição,Música,Streams
2012,74,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cupâ¢ Song),"69,357,785"
2012,75,Sean Paul - Got 2 Luv U (feat. Alexis Jordan) [Official Video],"68,638,460"
2012,76,Selena Gomez & The Scene - Love You Like A Love Song,"68,632,460"
2012,77,Train - Drive By (Video),"68,153,280"
2012,78,Nicki Minaj - Stupid Hoe (Explicit)(Official Video),"67,673,374"
2012,79,Tom and Angela - You Get Me (from Talking Friends),"67,547,046"
2012,80,Coldplay - Princess Of China ft. Rihanna (Official Video),"66,926,928"
2012,81,Rihanna - Man Down,"66,341,040"
2012,82,Ricardo Arjona - Fuiste tÃº feat. Gaby Moreno (Video Oficial),"65,894,944"
2012,83,Lady Gaga - Bad Romance (Official Music Video),"64,432,572"
2012,84,Nicki Minaj - Pound The Alarm (Explicit),"64,060,226"
2012,85,Tacabro - TacatÃ  - Tacata',"63,376,834"
2012,86,Demi Lovato - Give Your Heart a Break (Official Video),"62,872,313"
2012,87,Alexandra Stan - Mr. Saxobeat (Official Video),"62,617,023"
2012,88,Skrillex - Scary Monsters And Nice Sprites (Official Audio),"62,476,972"
2012,89,Justin Bieber - Never Say Never ft. Jaden,"61,878,897"
2012,90,David Guetta - Without You ft. Usher (Official Video),"61,851,528"
2012,91,Drake - Take Care ft. Rihanna,"60,929,962"
2012,92,"Chris Brown - Look at Me Now (Official Video) ft. Lil Wayne, Busta Rhymes","60,466,415"
2012,93,One Direction - Little Things,"60,199,477"
2012,94,Rihanna - What's My Name? ft. Drake,"59,697,956"
2012,95,Kelly Clarkson - Stronger (What Doesn't Kill You) [Official Video],"58,981,240"
2012,96,Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video),"58,924,410"
2012,97,PSY - GANGNAM STYLE @ Summer Stand Live Concert,"58,899,803"
2012,98,Bruno Mars - Just The Way You Are (Official Music Video),"57,961,518"
2012,99,Bruno Mars - Locked Out Of Heaven (Official Music Video),"57,565,056"
2012,100,BIGBANG - FANTASTIC BABY M/V,"57,507,950"
2013,1,PSY - GANGNAM STYLE(ê°ë¨ì¤íì¼) M/V,"783,446,910"
2013,2,PSY - GENTLEMAN M/V,"619,058,370"
2013,3,Miley Cyrus - Wrecking Ball (Official Video),"461,848,016"
2013,4,MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),"440,889,984"
2013,5,Miley Cyrus - We Can't Stop (Official Video),"332,047,880"
2013,6,Ylvis - The Fox (What Does The Fox Say?) [Official music video HD],"318,888,429"
2013,7,PULCINO PIO - El Pollito Pio (Official video),"307,672,130"
2013,8,Katy Perry - Roar,"303,169,491"
2013,9,will.i.am - Scream & Shout ft. Britney Spears,"277,433,502"
2013,10,Rihanna - Diamonds,"271,441,049"
2013,11,P!nk - Just Give Me A Reason ft. Nate Ruess,"249,990,368"
2013,12,Rihanna - Stay ft. Mikky Ekko,"231,999,682"
2013,13,Naughty Boy - La la la ft. Sam Smith (Official Video),"228,114,272"
2013,14,PSY (ft. HYUNA) - ì¤ë¹¤ ë± ë´ ì¤íì¼ M/V,"219,795,221"
2013,15,Avicii - Wake Me Up (Official Video),"218,267,619"
2013,16,Justin Bieber - Beauty And A Beat (Official Music Video) ft. Nicki Minaj,"205,757,515"
2013,17,Selena Gomez - Come & Get It,"197,860,969"
2013,18,One Direction - Kiss You (Official),"194,230,844"
2013,19,One Direction - Best Song Ever,"189,686,645"
2013,20,Bruno Mars - When I Was Your Man (Official Music Video),"178,267,579"
2013,21,MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),"175,436,268"
2013,22,One Direction - One Way Or Another (Teenage Kicks),"173,754,656"
2013,23,Daddy Yankee - Limbo (Video Oficial),"172,786,450"
2013,24,Demi Lovato - Heart Attack (Official Video),"168,434,043"
2013,25,Bruno Mars - Locked Out Of Heaven (Official Music Video),"166,826,602"
2013,26,Passenger | Let Her Go (Official Video),"164,267,879"
2013,27,One Direction - What Makes You Beautiful (Official Video),"162,327,674"
2013,28,Avicii - Wake Me Up (Official Lyric Video),"161,193,589"
2013,29,"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)","158,505,042"
2013,30,"Daft Punk - Get Lucky (Official Audio) ft. Pharrell Williams, Nile Rodgers","153,708,396"
2013,31,Martin Garrix - Animals (Official Video),"152,619,204"
2013,32,Carly Rae Jepsen - Call Me Maybe,"150,354,326"
2013,33,Pitbull - Feel This Moment (Official Video) ft. Christina Aguilera,"149,040,428"
2013,34,Justin Timberlake - Mirrors (Official Video),"148,690,162"
2013,35,"Mike WiLL Made-It - 23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J","147,350,283"
2013,36,Ellie Goulding - Burn (Official Video),"145,610,478"
2013,37,Justin Bieber - Baby ft. Ludacris,"142,398,359"
2013,38,One Direction - Live While We're Young,"138,658,928"
2013,39,Taylor Swift - I Knew You Were Trouble,"136,863,157"
2013,40,David Guetta - She Wolf (Falling To Pieces) ft. Sia (Official Video),"136,035,307"
2013,41,Lorde - Royals (US Version),"135,562,189"
2013,42,Calvin Harris - I Need Your Love (Official Video) ft. Ellie Goulding,"132,225,031"
2013,43,Romeo Santos - Propuesta Indecente (Official Video),"131,414,256"
2013,44,Lady Gaga - Applause,"128,012,719"
2013,45,Taylor Swift - 22,"127,443,624"
2013,46,Maroon 5 - One More Night (Official Music Video),"126,505,631"
2013,47,Ariana Grande - The Way (Official Video) ft. Mac Miller,"124,615,082"
2013,48,Prince Royce - Darte un Beso,"118,276,626"
2013,49,Eminem - Love The Way You Lie ft. Rihanna,"117,771,424"
2013,50,"Robin Thicke - Blurred Lines ft. T.I., Pharrell","117,348,375"
2013,51,Imagine Dragons - Radioactive,"115,838,277"
2013,52,Swedish House Mafia ft. John Martin - Don't You Worry Child (Official Video),"114,006,432"
2013,53,OneRepublic - Counting Stars,"112,120,843"
2013,54,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","110,681,687"
2013,55,will.i.am - #thatPOWER ft. Justin Bieber,"110,419,920"
2013,56,The Gummy Bear Song - Long English Version,"106,572,119"
2013,57,One Direction - Story of My Life,"104,220,516"
2013,58,Zion x Ken-Y - More (La Formula) ft. Jory [Official Video],"103,932,177"
2013,59,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],"102,804,724"
2013,60,Justin Bieber - Boyfriend,"102,281,563"
2013,61,Katy Perry - Wide Awake (Official Video),"101,046,499"
2013,62,One Direction - One Thing,"100,506,344"
2013,63,David Guetta - Titanium ft. Sia (Official Video),"100,448,434"
2013,64,Drake - Started From the Bottom,"99,343,014"
2013,65,"Lil Wayne - Love Me (Explicit Version/Closed Captioned) ft. Drake, Future","98,643,931"
2013,66,Adele - Rolling in the Deep (Official Music Video),"97,934,752"
2013,67,Anna Kendrick - Cups (Pitch Perfectâs âWhen Iâm Goneâ) (Director's Cut),"97,652,846"
2013,68,Stromae - papaoutai (Official Video),"97,075,840"
2013,69,Don Omar - Danza Kuduro ft. Lucenzo,"95,105,049"
2013,70,Taylor Swift - We Are Never Ever Getting Back Together,"93,474,243"
2013,71,MACKLEMORE & RYAN LEWIS - SAME LOVE feat. MARY LAMBERT (OFFICIAL VIDEO),"93,428,171"
2013,72,Fun.: We Are Young ft. Janelle MonÃ¡e [OFFICIAL VIDEO],"93,244,725"
2013,73,Flo Rida - Whistle [Official Video],"92,682,625"
2013,74,Ed Sheeran - Give Me Love (Official Music Video),"92,440,049"
2013,75,Algo Me Gusta De Ti (Official Video),"91,654,744"
2013,76,Eminem - Not Afraid,"90,293,791"
2013,77,Jason Derulo - Talk Dirty feat. 2 Chainz [Official HD Music Video],"89,376,631"
2013,78,Jennifer Lopez - Live It Up ft. Pitbull,"87,924,393"
2013,79,Adele - Someone Like You (Official Music Video),"87,274,011"
2013,80,Bruno Mars - The Lazy Song (Official Music Video),"86,854,681"
2013,81,Rihanna - Pour It Up (Explicit),"86,552,897"
2013,82,Bruno Mars - Treasure (Official Music Video),"86,136,387"
2013,83,Rihanna - We Found Love ft. Calvin Harris,"85,919,194"
2013,84,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cupâ¢ Song),"85,203,147"
2013,85,Nicky Romero - Toulouse,"84,420,739"
2013,86,Pitbull - International Love (Official Video) ft. Chris Brown,"83,228,420"
2013,87,Jennifer Lopez - On The Floor ft. Pitbull,"82,943,237"
2013,88,One Direction - Little Things,"82,252,216"
2013,89,Avicii vs Nicky Romero - I Could Be The One (Nicktim),"81,820,072"
2013,90,Girls' Generation ìëìë 'I GOT A BOY' MV,"81,596,242"
2013,91,Tom and Angela - You Get Me (from Talking Friends),"80,860,986"
2013,92,J Balvin - Tranquila (Official Video),"80,441,662"
2013,93,Bruno Mars - Just The Way You Are (Official Music Video),"80,242,558"
2013,94,Justin Bieber - As Long As You Love Me ft. Big Sean,"79,943,206"
2013,95,Rihanna - Where Have You Been,"78,945,778"
2013,96,Selena Gomez - Slow Down (Official),"78,887,809"
2013,97,à¸à¸­à¹à¸à¹à¸à¸­à¹à¸¥à¸à¹à¸à¸­à¸£à¹à¹à¸à¸£ - à¸«à¸à¸´à¸à¸¥à¸µ à¸¨à¸£à¸µà¸à¸¸à¸¡à¸à¸¥ (Your Heart For My Number) ãOFFICIAL MVã,"78,774,320"
2013,98,SKRILLEX - Bangarang feat. Sirah [Official Music Video],"78,504,803"
2013,99,Alicia Keys - Girl on Fire (Official Video),"78,310,149"
2013,100,Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),"78,235,228"
2014,1,Katy Perry - Dark Horse ft. Juicy J,"757,330,451"
2014,2,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona","644,958,901"
2014,3,OneRepublic - Counting Stars,"484,497,948"
2014,4,Shakira - Can't Remember to Forget You (Official Video) ft. Rihanna,"458,096,587"
2014,5,Meghan Trainor - All About That Bass (Official Video),"451,200,802"
2014,6,Katy Perry - Roar,"448,076,266"
2014,7,"Pitbull, Ke$ha - Timber (featuring Ke$ha - Official Video)","439,392,756"
2014,8,Shakira - La La La (Brazil 2014) ft. Carlinhos Brown,"438,231,177"
2014,9,Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video],"436,268,496"
2014,10,Taylor Swift - Shake It Off,"431,633,770"
2014,11,Sia - Chandelier (Official Video),"421,995,969"
2014,12,Iggy Azalea - Fancy ft. Charli XCX,"421,570,762"
2014,13,Romeo Santos - Propuesta Indecente (Official Video),"411,648,573"
2014,14,"Disney's Frozen ""Let It Go"" Sequence Performed by Idina Menzel","377,586,418"
2014,15,Ariana Grande - Problem ft. Iggy Azalea,"362,034,365"
2014,16,Nicki Minaj - Anaconda,"361,105,949"
2014,17,Pharrell Williams - Happy (Official Music Video),"354,943,520"
2014,18,Calvin Harris - Summer (Official Video),"332,674,312"
2014,19,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (Olodum Mix),"329,001,358"
2014,20,Prince Royce - Darte un Beso,"328,438,023"
2014,21,John Legend - All of Me (Official Video),"327,523,126"
2014,22,MAGIC! - Rude (Official Video),"324,410,268"
2014,23,Passenger | Let Her Go (Official Video),"323,371,354"
2014,24,PSY - GANGNAM STYLE(ê°ë¨ì¤íì¼) M/V,"310,154,259"
2014,25,Avicii - Wake Me Up (Official Video),"304,069,268"
2014,26,FROZEN | Let It Go Sing-along | Official Disney UK,"289,096,030"
2014,27,Martin Garrix - Animals (Official Video),"281,343,460"
2014,28,Taylor Swift - Blank Space,"275,766,143"
2014,29,Miley Cyrus - Wrecking Ball (Official Video),"274,804,160"
2014,30,Lorde - Royals (US Version),"267,385,370"
2014,31,"Demi Lovato - Let It Go (from ""Frozen"") (Official Video)","262,909,941"
2014,32,Ellie Goulding - Burn (Official Video),"261,245,999"
2014,33,"Wisin - Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin","251,995,775"
2014,34,Ariana Grande - Break Free (Official Video) ft. Zedd,"235,195,716"
2014,35,Enrique Iglesias - El Perdedor (Pop) ft. Marco Antonio SolÃ­s,"228,440,427"
2014,36,Naughty Boy - La la la ft. Sam Smith (Official Video),"223,299,059"
2014,37,"Mike WiLL Made-It - 23 (Explicit) ft. Miley Cyrus, Wiz Khalifa, Juicy J","218,106,572"
2014,38,BeyoncÃ© - Drunk in Love (Explicit) ft. JAY Z,"217,239,445"
2014,39,David Guetta & Showtek - Bad ft.Vassy (Lyrics Video),"216,575,119"
2014,40,Eminem ft. Rihanna - The Monster (Explicit) [Official Video],"214,705,341"
2014,41,"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga","210,279,426"
2014,42,One Direction - Story of My Life,"208,996,631"
2014,43,Katy Perry - This Is How We Do (Official),"203,627,147"
2014,44,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cupâ¢ Song),"200,816,112"
2014,45,Clean Bandit - Rather Be ft. Jess Glynne [Official Video],"199,922,075"
2014,46,Sam Smith - Stay With Me (Official Music Video),"191,019,783"
2014,47,Iggy Azalea - Black Widow ft. Rita Ora,"189,820,794"
2014,48,"Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj","187,547,995"
2014,49,#SELFIE (Official Music Video) - The Chainsmokers,"182,288,618"
2014,50,PULCINO PIO - El Pollito Pio (Official video),"178,671,275"
2014,51,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","174,602,092"
2014,52,Enrique Iglesias - Loco (Official Music Video) ft. Romeo Santos,"174,392,675"
2014,53,J Balvin - 6 AM ft. Farruko,"173,909,746"
2014,54,PSY - HANGOVER (feat. Snoop Dogg) M/V,"171,937,438"
2014,55,Jason Derulo - Talk Dirty feat. 2 Chainz [Official HD Music Video],"167,579,065"
2014,56,Justin Bieber - Baby ft. Ludacris,"167,147,792"
2014,57,"DJ Snake, Lil Jon - Turn Down for What","163,528,182"
2014,58,Ylvis - The Fox (What Does The Fox Say?) [Official music video HD],"162,439,334"
2014,59,Indila - DerniÃ¨re Danse (Clip Officiel),"159,890,591"
2014,60,Miley Cyrus - We Can't Stop (Official Video),"159,457,717"
2014,61,Romeo Santos - Eres MÃ­a (Official Video),"159,399,746"
2014,62,PSY - GENTLEMAN M/V,"159,372,800"
2014,63,Imagine Dragons - Radioactive,"154,754,345"
2014,64,John Newman - Love Me Again,"154,312,301"
2014,65,J. Balvin - Ay Vamos (Official Video),"150,056,161"
2014,66,"Robin Thicke - Blurred Lines ft. T.I., Pharrell","149,240,835"
2014,67,Imagine Dragons - Demons (Official Music Video),"149,180,760"
2014,68,MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),"148,132,608"
2014,69,Eminem - Rap God (Explicit),"146,337,566"
2014,70,Eminem - Love The Way You Lie ft. Rihanna,"144,101,629"
2014,71,"A Great Big World, Christina Aguilera - Say Something","144,079,630"
2014,72,Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),"143,071,851"
2014,73,Bruno Mars - The Lazy Song (Official Music Video),"143,012,056"
2014,74,Marc Anthony - Vivir Mi Vida (Official Video),"142,311,416"
2014,75,Nico & Vinz - Am I Wrong [Official Music Video],"141,249,504"
2014,76,Bruno Mars - Just The Way You Are (Official Music Video),"136,349,673"
2014,77,Kiesza - Hideaway (Official Video),"136,020,014"
2014,78,"David Guetta - Play Hard ft. Ne-Yo, Akon (Official Video)","133,752,518"
2014,79,Avicii - Hey Brother (Lyric),"131,646,977"
2014,80,David Guetta - Shot Me Down ft. Skylar Grey (Lyric Video),"130,293,617"
2014,81,Rihanna - Diamonds,"129,312,766"
2014,82,Hozier - Take Me To Church,"129,243,215"
2014,83,Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,"128,935,672"
2014,84,Daddy Yankee - Limbo (Video Oficial),"125,339,707"
2014,85,Adele - Rolling in the Deep (Official Music Video),"124,530,326"
2014,86,Katy Perry - Unconditionally (Official),"123,081,328"
2014,87,Gotye - Somebody That I Used To Know (feat. Kimbra) [Official Music Video],"121,694,029"
2014,88,One Direction - You & I,"121,418,147"
2014,89,Don Omar - Danza Kuduro ft. Lucenzo,"121,392,636"
2014,90,Stromae - papaoutai (Official Video),"120,952,605"
2014,91,One Direction - What Makes You Beautiful (Official Video),"119,182,393"
2014,92,Justin Bieber - Confident ft. Chance The Rapper,"118,142,087"
2014,93,Bastille - Pompeii (Official Music Video),"117,640,967"
2014,94,One Direction - Best Song Ever,"117,372,962"
2014,95,Charli XCX - Boom Clap (The Fault In Our Stars Soundtrack) [Official Video],"116,909,965"
2014,96,Avicii - Addicted To You,"116,330,843"
2014,97,The Gummy Bear Song - Long English Version,"115,962,370"
2014,98,Rihanna - Stay ft. Mikky Ekko,"114,887,546"
2014,99,Travesuras - Nicky Jam | Video Oficial,"113,697,256"
2014,100,Ed Sheeran - Thinking Out Loud (Official Music Video),"111,075,976"
2015,1,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,"1,303,777,135"
2015,2,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,"1,193,071,472"
2015,3,Taylor Swift - Blank Space,"1,100,692,201"
2015,4,Major Lazer & DJ Snake - Lean On (feat. MÃ) [Official 4K Music Video],"974,758,232"
2015,5,Maroon 5 - Sugar (Official Music Video),"959,546,220"
2015,6,Ellie Goulding - Love Me Like You Do (Official Video),"888,972,057"
2015,7,Adele - Hello (Official Music Video),"866,850,404"
2015,8,Taylor Swift - Shake It Off,"810,746,493"
2015,9,Ed Sheeran - Thinking Out Loud (Official Music Video),"800,584,690"
2015,10,Meghan Trainor - All About That Bass (Official Video),"739,235,653"
2015,11,Taylor Swift - Bad Blood ft. Kendrick Lamar,"689,626,250"
2015,12,Sia - Chandelier (Official Video),"638,151,709"
2015,13,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona","578,589,656"
2015,14,"David Guetta - Hey Mama (Official Video) ft Nicki Minaj, Bebe Rexha & Afrojack","548,436,966"
2015,15,Justin Bieber - What Do You Mean?,"543,279,000"
2015,16,SilentÃ³ - Watch Me (Whip/Nae Nae) (Official),"541,755,875"
2015,17,Fifth Harmony - Worth It (Official Video) ft. Kid Ink,"540,376,445"
2015,18,J. Balvin - Ay Vamos (Official Video),"522,252,722"
2015,19,The Weeknd - The Hills,"499,844,096"
2015,20,Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),"492,928,503"
2015,21,OneRepublic - Counting Stars,"491,595,504"
2015,22,Justin Bieber - Sorry (PURPOSE : The Movement),"474,187,824"
2015,23,Katy Perry - Dark Horse ft. Juicy J,"473,267,424"
2015,24,Katy Perry - Roar,"452,046,298"
2015,25,MAGIC! - Rude (Official Video),"445,905,048"
2015,26,Sam Smith - I'm Not The Only One (Official Music Video),"432,122,231"
2015,27,"Skrillex and Diplo - ""Where Are Ã Now"" with Justin Bieber (Official Video)","391,315,642"
2015,28,John Legend - All of Me (Official Video),"388,072,259"
2015,29,"AronChupa, Little Sis Nora - I'm an Albatraoz | OFFICIAL VIDEO","382,525,103"
2015,30,"Jessie J - Bang Bang ft. Ariana Grande, Nicki Minaj","371,267,716"
2015,31,21. El PerdÃ³n - Nicky Jam y Enrique Iglesias  (Official Music Video YTMAs),"370,151,478"
2015,32,Passenger | Let Her Go (Official Video),"358,503,768"
2015,33,Taylor Swift - Style,"357,334,550"
2015,34,"OSMANI GARCIA Ft. PITBULL, SENSATO, DAYAMI LA MUSA - El Taxi (Official Video) Reggaeton Cubaton","356,542,778"
2015,35,Pharrell Williams - Happy (Official Music Video),"354,943,520"
2015,36,Ariana Grande - Problem ft. Iggy Azalea,"354,569,252"
2015,37,FROZEN | Let It Go Sing-along | Official Disney UK,"352,919,369"
2015,38,Nicky Jam - El PerdÃ³n | Video Lyric | (Prod. Saga WhiteBlack),"349,853,818"
2015,39,Fetty Wap  - Trap Queen (Official Video) Prod. By Tony Fadd,"344,704,903"
2015,40,Sam Smith - Stay With Me (Official Music Video),"337,812,881"
2015,41,J. Balvin - Ginza (Official Video),"328,329,649"
2015,42,OMI - Cheerleader (Felix Jaehn Remix) (Official Video) [Ultra Records],"326,108,467"
2015,43,The Weeknd - Can't Feel My Face (Official Video),"325,294,325"
2015,44,Calvin Harris - Summer (Official Video),"319,853,328"
2015,45,Romeo Santos - Propuesta Indecente (Official Video),"318,639,914"
2015,46,Omarion Ft. Chris Brown & Jhene Aiko - Post To Be (Official Music Video),"317,807,637"
2015,47,Calvin Harris & Disciples - How Deep Is Your Love,"315,415,147"
2015,48,"Rihanna, Kanye West, Paul McCartney - FourFiveSeconds","315,020,630"
2015,49,Ariana Grande - Break Free (Official Video) ft. Zedd,"308,703,809"
2015,50,Taylor Swift - Wildest Dreams,"308,543,297"
2015,51,J Balvin - 6 AM ft. Farruko,"304,278,143"
2015,52,OMI - Cheerleader (Felix Jaehn Video Edit),"300,025,221"
2015,53,Drake - Hotline Bling,"296,815,076"
2015,54,Avicii - Wake Me Up (Official Video),"294,256,819"
2015,55,Ellie Goulding - Burn (Official Video),"291,868,126"
2015,56,PSY - GANGNAM STYLE(ê°ë¨ì¤íì¼) M/V,"291,370,748"
2015,57,Martin Garrix - Animals (Official Video),"281,343,460"
2015,58,One Direction - Drag Me Down (Official Video),"276,792,950"
2015,59,Calvin Harris - Outside (Official Video) ft. Ellie Goulding,"273,703,945"
2015,60,"Ariana Grande, The Weeknd - Love Me Harder","273,541,556"
2015,61,Meghan Trainor - Lips Are Movin (Official Music Video),"265,701,899"
2015,62,Ariana Grande - Focus (Official Video),"258,438,477"
2015,63,Plan B - Fanatica Sensual Official Video,"250,936,199"
2015,64,Plan B - Mi Vecinita,"246,087,535"
2015,65,Jason Derulo - Wiggle feat. Snoop Dogg [Official Music Video],"245,214,593"
2015,66,"Pitbull, Ke$ha - Timber (featuring Ke$ha - Official Video)","242,552,932"
2015,67,Iggy Azalea - Fancy ft. Charli XCX,"241,770,785"
2015,68,"Jason Derulo - ""Want To Want Me"" (Official Video)","241,001,266"
2015,69,Chino & Nacho - Me Voy Enamorando ft. Farruko (Remix) (Official Music Video),"239,879,859"
2015,70,David Guetta & Showtek - Bad ft.Vassy (Lyrics Video),"238,707,982"
2015,71,Selena Gomez - The Heart Wants What It Wants (Official Video),"234,370,262"
2015,72,Saad Lamjarred - LM3ALLEM (Exclusive Music Video) |  (Ø³Ø¹Ø¯ ÙÙØ¬Ø±Ø¯ - ÙÙØ¹ÙÙ (ÙÙØ¯ÙÙ ÙÙÙØ¨ Ø­ØµØ±Ù,"234,313,106"
2015,73,Rae Sremmurd - No Type (Official Video),"231,294,663"
2015,74,Travesuras - Nicky Jam | Video Oficial,"228,019,150"
2015,75,R. City - Locked Away ft. Adam Levine,"226,555,043"
2015,76,Selena Gomez - Good For You,"223,667,243"
2015,77,Tove Lo - Habits (Stay High) - Hippie Sabotage Remix,"222,845,481"
2015,78,"Wisin, Carlos Vives - Nota de Amor (Official Video) ft. Daddy Yankee","222,202,318"
2015,79,Bruno Mars - The Lazy Song (Official Music Video),"218,062,052"
2015,80,Plan B - Fanatica Sensual Lyric Video,"217,453,242"
2015,81,"Wisin - Adrenalina (Official Video) ft. Jennifer Lopez, Ricky Martin","217,258,791"
2015,82,"Chris Brown - Loyal (Official Video) ft. Lil Wayne, Tyga","216,018,440"
2015,83,Katy Perry - This Is How We Do (Official),"214,530,958"
2015,84,Adele - Rolling in the Deep (Official Music Video),"213,780,736"
2015,85,Prince Royce - Darte un Beso,"211,175,455"
2015,86,Romeo Santos - Yo TambiÃ©n (Official Video) ft. Marc Anthony,"208,735,820"
2015,87,BeyoncÃ© - 7/11,"207,216,166"
2015,88,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock","205,381,986"
2015,89,Eminem - Love The Way You Lie ft. Rihanna,"201,695,310"
2015,90,Lilly Wood & The Prick and Robin Schulz - Prayer In C (Robin Schulz Remix) (Official),"199,973,111"
2015,91,Daddy Yankee - SÃ­gueme y Te Sigo (Video Oficial),"198,535,559"
2015,92,#SELFIE (Official Music Video) - The Chainsmokers,"197,433,610"
2015,93,MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),"194,707,700"
2015,94,Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video],"194,025,653"
2015,95,Meghan Trainor - Dear Future Husband (Official Video),"193,932,000"
2015,96,Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cupâ¢ Song),"190,706,868"
2015,97,Jessie J - Flashlight (from Pitch Perfect 2) (Official Video),"189,574,802"
2015,98,Pitbull - Como Yo Le Doy ft. Don Miguelo,"187,455,482"
2015,99,à¹à¸à¸·à¸­à¸à¸§à¸´à¹à¸¨à¸© - LABANOONãOfficial MVã,"187,328,744"
2015,100,Adele - Someone Like You (Official Music Video),"186,190,629"
2016,1,Justin Bieber - Sorry (PURPOSE : The Movement),"1,653,575,227"
2016,2,Fifth Harmony - Work from Home (Official Video) ft. Ty Dolla $ign,"1,254,423,519"
2016,3,"Calvin Harris, Rihanna - This Is What You Came For (Official Video)","1,124,933,937"
2016,4,Wiz Khalifa - See You Again ft. Charlie Puth [Official Video] Furious 7 Soundtrack,"1,007,669,444"
2016,5,Adele - Hello (Official Music Video),"965,091,367"
2016,6,The Chainsmokers - Closer (Lyric) ft. Halsey,"951,870,286"
2016,7,22. Hasta el Amanecer - Nicky Jam | Video Oficial,"916,593,838"
2016,8,Justin Bieber - Love Yourself (PURPOSE : The Movement),"901,028,323"
2016,9,Justin Bieber - What Do You Mean?,"884,457,709"
2016,10,Alan Walker - Faded,"846,779,205"
2016,11,Major Lazer & DJ Snake - Lean On (feat. MÃ) [Official 4K Music Video],"834,271,155"
2016,12,Mark Ronson - Uptown Funk (Official Video) ft. Bruno Mars,"830,088,847"
2016,13,Rihanna - Work (Explicit) ft. Drake,"811,095,256"
2016,14,Drake - Hotline Bling,"783,450,515"
2016,15,twenty one pilots: Stressed Out [OFFICIAL VIDEO],"752,913,526"
2016,16,Joey Montana - Picky,"745,115,567"
2016,17,Mike Posner - I Took A Pill In Ibiza (Seeb Remix) (Explicit),"731,076,009"
2016,18,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul,"715,721,907"
2016,19,Chino y Nacho - Andas En Mi Cabeza ft. Daddy Yankee (Video Oficial),"709,684,868"
2016,20,Fifth Harmony - Worth It (Official Video) ft. Kid Ink,"703,472,563"
2016,21,Maroon 5 - Sugar (Official Music Video),"702,011,121"
2016,22,Daddy Yankee - Shaky Shaky (Video Oficial),"675,679,646"
2016,23,ZAYN - PILLOWTALK (Official Video),"660,711,225"
2016,24,Coldplay - Hymn For The Weekend (Official Video),"641,716,824"
2016,25,SilentÃ³ - Watch Me (Whip/Nae Nae) (Official),"619,919,543"
2016,26,Ariana Grande ft. Nicki Minaj - Side To Side (Official Video) ft. Nicki Minaj,"612,573,224"
2016,27,"Carlos Vives, Shakira - La Bicicleta","608,149,355"
2016,28,"Enrique Iglesias - Bailando ft. Descemer Bueno, Gente De Zona","592,870,590"
2016,29,Calvin Harris & Disciples - How Deep Is Your Love,"590,512,736"
2016,30,Taylor Swift - Shake It Off,"576,670,557"
2016,31,Major Lazer - Cold Water (feat. Justin Bieber & MÃ) [Official Lyric Video],"563,166,887"
2016,32,Charlie Puth - We Don't Talk Anymore (feat. Selena Gomez) [Official Video],"561,729,745"
2016,33,Shawn Mendes - Stitches (Official Music Video),"553,968,375"
2016,34,Shawn Mendes - Treat You Better,"545,617,523"
2016,35,twenty one pilots: Heathens (from Suicide Squad: The Album) [OFFICIAL VIDEO],"544,805,567"
2016,36,Maluma - El Perdedor (Official Video),"538,412,457"
